Repository name,Organisation name,URL,content_type,Short name,Coverage,ERC panels,Content type,Access to repository,Access to data upload,Certification,Date of last certification,Source (URL),Community Endorsement,Source of Community Endorsement,Community URL,Policy,Policy URL,"Metadata contains ""access rights""","Metadata contains ""License""",PID Assignment,Machine-actionable,Standardized,Linked resources,CC0 or PD or equivalent Metadata,Author(s),Description,Title,Date of publication,Venue of publication/deposit,Embargo,Funder and Funding Stream,Grant information,Record PID,Author(s) PID,Organisation PID,Grant PID,Curator,Reason for inclusion,comments
Utrecht University Repository,University of Utrecht,http://dspace.library.uu.nl,,NA,Institutional,LS01|LS02|LS03|LS04|LS05|LS06|LS07|LS08|LS09|PE01|PE02|PE03|PE04|PE05|PE06|PE07|PE08|PE09|PE10|SH01|SH02|SH03|SH04|SH05|SH06,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/101,NA
HAL-INRIA,Institut National de Recherche en Informatique et en Automatique,http://hal.inria.fr/,,NA,Institutional,LS03|LS04|LS07|LS08|PE01|PE02|PE03|PE04|PE06|PE07|PE08|PE09|SH04,All,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/165,NA
Eindhoven University of Technology Repository,Technische Universiteit Eindhoven,https://research.tue.nl/,,NA,Institutional,LS01|LS02|LS04|LS07|LS08|LS09|PE01|PE02|PE03|PE04|PE05|PE06|PE07|PE08|PE09|PE10|SH03|SH04|SH05,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/567,NA
Enlighten - Institutional Repository of the University of Glasgow,University of Glasgow,https://www.gla.ac.uk/research/enlighten/,,NA,Institutional,LS01|LS02|LS04|LS05|LS06|LS07|LS08|LS09|PE01|PE02|PE03|PE04|PE05|PE06|PE07|PE08|PE09|PE10|SH01|SH02|SH03|SH04|SH06,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/162,NA
DESY Publication Database,Deutsches Elektronen-Synchrotron,http://pubdb.desy.de/,,NA,Institutional,LS01|LS04|LS08|LS09|PE02|PE03|PE04|PE05|PE06|PE08|PE09|PE10,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/1108,NA
Figshare,Figshare LLP,https://figshare.com,,NA,NA,LS01|LS02|LS09|PE01|PE02|PE03|PE04|PE05|PE06|PE07|PE08|PE09|PE10|SH02|SH04|SH05|SH06,Data,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,https://help.figshare.com/article/data-access-policy|https://help.figshare.com/article/preservation-and-continuity-of-access-policy,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/2073,NA
Durham Research Online,Durham University,http://dro.dur.ac.uk/,,NA,Institutional,LS01|LS02|LS03|LS08|LS09|PE01|PE02|PE03|PE04|PE05|PE06|PE08|PE09|PE10|SH02|SH03|SH04|SH05|SH06,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/328,NA
Online Research @ Cardiff,Cardiff University,http://orca.cf.ac.uk,,NA,Institutional,LS01|LS02|LS03|LS04|LS05|LS06|LS07|LS09|PE01|PE02|PE03|PE04|PE05|PE06|PE07|PE09|PE10|SH01|SH02|SH03|SH04|SH05|SH06,All,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,http://orca.cf.ac.uk/policies.html,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/55,NA
SCOAP3 Repository,SCOAP3,http://repo.scoap3.org/,,NA,NA,PE01|PE02|PE03|PE06|PE08|PE09,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,http://scoap3.org/scoap3-repository,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3000,NA
Wageningen Staff Publications,Wageningen University and Research,http://library.wur.nl/WebQuery/wurpubs?A240=OK,,NA,Institutional,LS01|LS02|LS03|LS04|LS06|LS07|LS08|LS09|PE03|PE04|PE05|PE06|PE07|PE08|PE09|PE10|SH01|SH02|SH03|SH04|SH05|SH06,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/370,NA
TU Delft Repository,Technische Universiteit Delft (Delft University of Technology),http://repository.tudelft.nl,,NA,Institutional,LS01|LS02|LS05|LS06|LS07|LS09|PE01|PE02|PE03|PE04|PE05|PE06|PE07|PE08|PE09|PE10|SH02|SH03|SH04|SH05|SH06,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,http://repository.tudelft.nl/help/termsofuse,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/571,NA
King's Research Portal,"Kings College London, University of London",https://kclpure.kcl.ac.uk/portal/,,NA,Institutional,LS01|LS02|LS03|LS04|LS05|LS06|LS07|LS08|PE01|PE02|PE03|PE04|PE05|PE06|PE07|PE08|PE09|PE10|SH01|SH02|SH03|SH04|SH05|SH06,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/2761,NA
e-Prints Soton,University of Southampton,https://eprints.soton.ac.uk/,,NA,Institutional,LS01|LS02|LS05|LS06|LS07|LS08|LS09|PE01|PE02|PE03|PE04|PE05|PE06|PE07|PE08|PE09|PE10|SH02|SH03|SH04|SH05|SH06,All,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,http://eprints.soton.ac.uk/repositorypolicy.html,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/348,NA
