reference_evaluation_panel,label,officialname,data_source_id,oaire_result_type,openairecompatibility,works,works_prop,projects_with_repo_works,projects,projects_prop
PE07,PE07: Systems and Communication Engineering,FigShare,opendoar____::4b86abe48d358ecf194c56c69108433e,publication,not available,5,0.002326663564448581,4,386,0.010362694300518135
PE07,PE07: Systems and Communication Engineering,Flore (Florence Research Repository),opendoar____::06eb61b839a0cefee4967c67ccb099dc,publication,"OpenAIRE 3.0 (OA, funding)",1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,Fraunhofer-ePrints,opendoar____::00ac8ed3b4327bdd4ebbebcb2ba10a00,publication,"OpenAIRE 3.0 (OA, funding)",19,0.008841321544904607,11,386,0.02849740932642487
PE07,PE07: Systems and Communication Engineering,Ghent University Academic Bibliography,opendoar____::fe73f687e5bc5280214e0486b273a5f9,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",36,0.01675197766402978,13,386,0.03367875647668394
PE07,PE07: Systems and Communication Engineering,GNOSIS Institutional Repository,opendoar____::bf499a12e998d178afd964adf64a60cb,publication,"OpenAIRE 3.0 (OA, funding)",3,0.0013959981386691485,2,386,0.0051813471502590676
PE07,PE07: Systems and Communication Engineering,HAL,opendoar____::7e7757b1e12abcb736ab9a754ffb617a,publication,"OpenAIRE 3.0 (OA, funding)",357,0.16612377850162866,62,386,0.16062176165803108
PE07,PE07: Systems and Communication Engineering,HELDA - Digital Repository of the University of Helsinki,opendoar____::06a81a4fb98d149f2d31c68828fa6eb2,publication,"OpenAIRE 3.0 (OA, funding)",2,9.306654257794323e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,Hochschulschriftenserver - Universität Frankfurt am Main,opendoar____::d86ea612dec96096c5e0fcc8dd42ab6d,publication,OpenAIRE Basic (DRIVER OA),1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,idUS. Depósito de Investigación Universidad de Sevilla,opendoar____::79514e888b8f2acacc68738d0cbb803e,publication,"OpenAIRE 3.0 (OA, funding)",2,9.306654257794323e-4,2,386,0.0051813471502590676
PE07,PE07: Systems and Communication Engineering,Infoscience - EPFL scientific publications,opendoar____::eecca5b6365d9607ee5a9d336962c534,publication,OpenAIRE PubRepos v4.0,138,0.06421591437878083,23,386,0.05958549222797927
PE07,PE07: Systems and Communication Engineering,INRIA a CCSD electronic archive server,opendoar____::9766527f2b5d3e95d4a733fcfb77bd7e,publication,"OpenAIRE 3.0 (OA, funding)",24,0.011167985109353188,9,386,0.023316062176165803
PE07,PE07: Systems and Communication Engineering,Institutionelles Repositorium der Leibniz Universität Hannover,opendoar____::e52ad5c9f751f599492b4f087ed7ecfc,publication,"OpenAIRE 3.0 (OA, funding)",6,0.002791996277338297,2,386,0.0051813471502590676
PE07,PE07: Systems and Communication Engineering,IRIS - Institutional Research Information System of the University of Trento,opendoar____::72007983849f4fcb0ad565439834756b,publication,"OpenAIRE 3.0 (OA, funding)",2,9.306654257794323e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,IRIS - Università degli Studi di Catania,opendoar____::096ffc299200f51751b08da6d865ae95,publication,"OpenAIRE 3.0 (OA, funding)",2,9.306654257794323e-4,2,386,0.0051813471502590676
PE07,PE07: Systems and Communication Engineering,IRIS - Università degli Studi di Verona,opendoar____::c3395dd46c34fa7fd8d729d8cf88b7a8,publication,"OpenAIRE 3.0 (OA, funding)",6,0.002791996277338297,3,386,0.007772020725388601
PE07,PE07: Systems and Communication Engineering,ISTI Open Portal,opendoar____::81930c54e08b6d26d9638dd2e4656dc1,publication,"OpenAIRE 3.0 (OA, funding)",1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,Juelich Shared Electronic Resources,opendoar____::8a1ee9f2b7abe6e88d1a479ab6a42c5e,publication,"OpenAIRE 3.0 (OA, funding)",3,0.0013959981386691485,3,386,0.007772020725388601
PE07,PE07: Systems and Communication Engineering,Keele Research Repository,opendoar____::26505e0494662534f633586941b77d0c,publication,collected from a compatible aggregator,1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,King's Research Portal,opendoar____::566a9968b43628588e76be5a85a0f9e8,publication,OpenAIRE Basic (DRIVER OA),33,0.015355979525360632,8,386,0.02072538860103627
PE07,PE07: Systems and Communication Engineering,KITopen,opendoar____::52c409f1571f500e28f490a302a12540,publication,"OpenAIRE 3.0 (OA, funding)",9,0.004187994416007445,3,386,0.007772020725388601
PE07,PE07: Systems and Communication Engineering,Koç University Suna Kıraç Library’s New Digital Collections Portal,opendoar____::b6e710870acb098e584277457ba89d68,publication,OpenAIRE Basic (DRIVER OA),11,0.005118659841786877,5,386,0.012953367875647668
PE07,PE07: Systems and Communication Engineering,Leiden University Repository,opendoar____::854d6fae5ee42911677c739ee1734486,publication,collected from a compatible aggregator,2,9.306654257794323e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,Lille Open Archive,opendoar____::0b0b0994d12ad343511adfbfc364256e,publication,"OpenAIRE 3.0 (OA, funding)",3,0.0013959981386691485,3,386,0.007772020725388601
PE07,PE07: Systems and Communication Engineering,Lirias,opendoar____::fe709c654eac84d5239d1a12a4f71877,publication,"OpenAIRE 3.0 (OA, funding)",54,0.025127966496044672,8,386,0.02072538860103627
PE07,PE07: Systems and Communication Engineering,Lund University Publications,opendoar____::2cbca44843a864533ec05b321ae1f9d1,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,MediaTUM,opendoar____::ebd9629fc3ae5e9f6611e2ee05a31cef,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",5,0.002326663564448581,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,MPG.PuRe,opendoar____::958adb57686c2fdec5796398de5f317a,publication,"OpenAIRE 3.0 (OA, funding)",10,0.004653327128897162,9,386,0.023316062176165803
PE07,PE07: Systems and Communication Engineering,Munin - Open Research Archive,opendoar____::f47d0ad31c4c49061b9e505593e3db98,publication,"OpenAIRE 3.0 (OA, funding)",2,9.306654257794323e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,NARCIS,openaire____::fdb035c8b3e0540a8d9a561a6c44f4de,publication,"OpenAIRE 3.0 (OA, funding)",1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,Northumbria Research Link,opendoar____::e94f63f579e05cb49c05c2d050ead9c0,publication,collected from a compatible aggregator,1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,Norwegian Open Research Archives,driver______::4dc196be332447baf11e431bd838e81c,publication,OpenAIRE Basic (DRIVER OA),6,0.002791996277338297,3,386,0.007772020725388601
PE07,PE07: Systems and Communication Engineering,OAR@UM,opendoar____::db98dc0dbafde48e8f74c0de001d35e4,publication,"OpenAIRE 3.0 (OA, funding)",1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,Oldenburger Online Publikations Server,opendoar____::8fb5f8be2aa9d6c64a04e3ab9f63feee,publication,OpenAIRE Basic (DRIVER OA),2,9.306654257794323e-4,2,386,0.0051813471502590676
PE07,PE07: Systems and Communication Engineering,Online Research @ Cardiff,opendoar____::b53b3a3d6ab90ce0268229151c9bde11,publication,collected from a compatible aggregator,4,0.0018613308515588647,3,386,0.007772020725388601
PE07,PE07: Systems and Communication Engineering,Online Research Database In Technology,opendoar____::147702db07145348245dc5a2f2fe5683,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",39,0.01814797580269893,13,386,0.03367875647668394
PE07,PE07: Systems and Communication Engineering,Open Access LMU,opendoar____::758874998f5bd0c393da094e1967a72b,publication,"OpenAIRE 3.0 (OA, funding)",1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,Open Access Repository of IISc Research Publications,opendoar____::4c5bde74a8f110656874902f07378009,publication,OpenAIRE Basic (DRIVER OA),2,9.306654257794323e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,Open Archive Toulouse Archive Ouverte,opendoar____::e1d5be1c7f2f456670de3d53c7b54f4a,publication,OpenAIRE Basic (DRIVER OA),2,9.306654257794323e-4,2,386,0.0051813471502590676
PE07,PE07: Systems and Communication Engineering,Open Repository and Bibliography - Luxembourg,opendoar____::18ad9899f3f21a5a1583584d5f11c0c0,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",15,0.006979990693345742,2,386,0.0051813471502590676
PE07,PE07: Systems and Communication Engineering,Open Repository and Bibliography - University of Liège,opendoar____::76cf99d3614e23eabab16fb27e944bf9,publication,OpenAIRE PubRepos v4.0,3,0.0013959981386691485,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,OpenMETU,opendoar____::356dc40642abeb3a437e7e06f178701c,publication,OpenAIRE PubRepos v4.0,13,0.00604932526756631,5,386,0.012953367875647668
PE07,PE07: Systems and Communication Engineering,Oskar Bordeaux,opendoar____::f6bc7e9dc18cfe3bbacd3dc594cef296,publication,"OpenAIRE 3.0 (OA, funding)",1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,Oxford University Research Archive,opendoar____::2290a7385ed77cc5592dc2153229f082,publication,OpenAIRE Basic (DRIVER OA),12,0.005583992554676594,3,386,0.007772020725388601
PE07,PE07: Systems and Communication Engineering,Publications at Bielefeld University,opendoar____::229754d7799160502a143a72f6789927,publication,OpenAIRE PubRepos v4.0,2,9.306654257794323e-4,2,386,0.0051813471502590676
PE07,PE07: Systems and Communication Engineering,Publications Open Repository TOrino,opendoar____::cb8da6767461f2812ae4290eac7cbc42,publication,"OpenAIRE 3.0 (OA, funding)",18,0.00837598883201489,9,386,0.023316062176165803
PE07,PE07: Systems and Communication Engineering,Publikationenserver der Georg-August-Universität Göttingen,opendoar____::ae614c557843b1df326cb29c57225459,publication,"OpenAIRE 3.0 (OA, funding)",1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,Publikationer från KTH,opendoar____::a4f23670e1833f3fdb077ca70bbd5d66,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",67,0.031177291763610983,8,386,0.02072538860103627
PE07,PE07: Systems and Communication Engineering,Publikationer från Linköpings universitet,opendoar____::b1a59b315fc9a3002ce38bbe070ec3f5,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",2,9.306654257794323e-4,2,386,0.0051813471502590676
PE07,PE07: Systems and Communication Engineering,Publikationer från Uppsala Universitet,opendoar____::52720e003547c70561bf5e03b95aa99f,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",4,0.0018613308515588647,2,386,0.0051813471502590676
PE07,PE07: Systems and Communication Engineering,Publikationsserver der RWTH Aachen University,opendoar____::df7f28ac89ca37bf1abd2f6c184fe1cf,publication,"OpenAIRE 3.0 (OA, funding)",4,0.0018613308515588647,4,386,0.010362694300518135
PE07,PE07: Systems and Communication Engineering,Purdue E-Scholar,opendoar____::9b72e31dac81715466cd580a448cf823,publication,OpenAIRE Basic (DRIVER OA),1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,PURE Aarhus University,openaire____::d76e4d42b3bd658259e8bf9c37ef448f,publication,"OpenAIRE 3.0 (OA, funding)",1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,Queen's University Research Portal,opendoar____::53c6de78244e9f528eb3e1cda69699bb,publication,OpenAIRE Basic (DRIVER OA),3,0.0013959981386691485,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,RE.PUBLIC@POLIMI Research Publications at Politecnico di Milano,opendoar____::7ec3b3cf674f4f1d23e9d30c89426cce,publication,"OpenAIRE 3.0 (OA, funding)",97,0.045137273150302464,9,386,0.023316062176165803
PE07,PE07: Systems and Communication Engineering,Repositorio Documental de la Universidad de Valladolid,opendoar____::83f2550373f2f19492aa30fbd5b57512,publication,OpenAIRE PubRepos v4.0,1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,Repositório Institucional da Universidade de Aveiro,opendoar____::47810f956e3d8fb8a32fb276448b464d,publication,"OpenAIRE 3.0 (OA, funding)",1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,Repository TU/e,opendoar____::99c5e07b4d5de9d18c350cdf64c5aa3d,publication,collected from a compatible aggregator,54,0.025127966496044672,16,386,0.04145077720207254
PE07,PE07: Systems and Communication Engineering,RERO DOC Digital Library,opendoar____::846c260d715e5b854ffad5f70a516c88,publication,OpenAIRE Basic (DRIVER OA),1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,Research Repository of Catalonia,opendoar____::7a614fd06c325499f1680b9896beedeb,publication,"OpenAIRE 3.0 (OA, funding)",16,0.007445323406235459,7,386,0.018134715025906734
PE07,PE07: Systems and Communication Engineering,ResearchGate Data,re3data_____::9ff95da0ece8dc87bcc2b5cf5b1f350b,publication,not available,2,9.306654257794323e-4,2,386,0.0051813471502590676
PE07,PE07: Systems and Communication Engineering,riUAL - Repositorio Institucional de la Universidad de Almería (Spain),opendoar____::ee8fe9093fbbb687bef15a38facc44d2,publication,"OpenAIRE 3.0 (OA, funding)",1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,ROBIS,opendoar____::70b8fe090143d5778c8a26ae17e21df5,publication,"OpenAIRE 3.0 (OA, funding)",1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,Sabanci University Research Database,opendoar____::905056c1ac1dad141560467e0a99e1cf,publication,OpenAIRE Basic (DRIVER OA),1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,Spiral - Imperial College Digital Repository,opendoar____::995e1fda4a2b5f55ef0df50868bf2a8f,publication,OpenAIRE Basic (DRIVER OA),63,0.029315960912052116,13,386,0.03367875647668394
PE07,PE07: Systems and Communication Engineering,Strathprints,opendoar____::2ac2406e835bd49c70469acae337d292,publication,not available,6,0.002791996277338297,5,386,0.012953367875647668
PE07,PE07: Systems and Communication Engineering,Sunderland University Institutional Repository,opendoar____::7cac11e2f46ed46c339ec3d569853759,publication,collected from a compatible aggregator,2,9.306654257794323e-4,2,386,0.0051813471502590676
PE07,PE07: Systems and Communication Engineering,Surrey Research Insight,opendoar____::496e05e1aea0a9c4655800e8a7b9ea28,publication,OpenAIRE Basic (DRIVER OA),3,0.0013959981386691485,3,386,0.007772020725388601
PE07,PE07: Systems and Communication Engineering,Sussex Research Online,opendoar____::ea159dc9788ffac311592613b7f71fbb,publication,collected from a compatible aggregator,14,0.006514657980456026,3,386,0.007772020725388601
PE07,PE07: Systems and Communication Engineering,SZTAKI Publication Repository,opendoar____::98d8a23fd60826a2a474c5b4f5811707,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",2,9.306654257794323e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,TECNALIA Publications,opendoar____::75df63609809c7a2052fdffe5c00a84e,publication,"OpenAIRE 3.0 (OA, funding)",1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,The University of Manchester - Institutional Repository,opendoar____::b994697479c5716eda77e8e9713e5f0f,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",13,0.00604932526756631,5,386,0.012953367875647668
PE07,PE07: Systems and Communication Engineering,TU Delft Repository,opendoar____::c9892a989183de32e976c6f04e700201,publication,collected from a compatible aggregator,24,0.011167985109353188,9,386,0.023316062176165803
PE07,PE07: Systems and Communication Engineering,TUGraz OPEN Library,opendoar____::0ae1dd3954ee840075de1395771b6c9c,publication,"OpenAIRE 3.0 (OA, funding)",5,0.002326663564448581,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,tuprints,opendoar____::792c7b5aae4a79e78aaeda80516ae2ac,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",2,9.306654257794323e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,UM Publications,opendoar____::fe9fc289c3ff0af142b6d3bead98a923,publication,collected from a compatible aggregator,1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,UNC Dataverse,re3data_____::0394b97eb11f19785cbca1ec830429da,publication,not available,2,9.306654257794323e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,Universiteit Twente Repository,opendoar____::8dd48d6a2e2cad213179a3992c0be53c,publication,collected from a compatible aggregator,62,0.0288506281991624,15,386,0.038860103626943004
PE07,PE07: Systems and Communication Engineering,Universiteit van Amsterdam Digital Academic Repository,opendoar____::bc6dc48b743dc5d013b1abaebd2faed2,publication,collected from a compatible aggregator,1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,University of Bath's research portal,opendoar____::8d9a0adb7c204239c9635426f35c9522,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,University of Lincoln Institutional Repository,opendoar____::e4da3b7fbbce2345d7772b0674a318d5,publication,OpenAIRE Basic (DRIVER OA),1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,University of Liverpool Repository,opendoar____::459a4ddcb586f24efd9395aa7662bc7c,publication,collected from a compatible aggregator,4,0.0018613308515588647,2,386,0.0051813471502590676
PE07,PE07: Systems and Communication Engineering,University of Oulu Repository - Jultika,opendoar____::af5d5ef24881f3c3049a7b9bfe74d58b,publication,"OpenAIRE 3.0 (OA, funding)",1,4.6533271288971617e-4,2,386,0.0051813471502590676
PE07,PE07: Systems and Communication Engineering,University of Salford Institutional Repository,opendoar____::692f93be8c7a41525c0baf2076aecfb4,publication,collected from a compatible aggregator,1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,University of Southern Denmark Research Output,opendoar____::1aa057313c28fa4a40c5bc084b11d276,publication,OpenAIRE Basic (DRIVER OA),3,0.0013959981386691485,2,386,0.0051813471502590676
PE07,PE07: Systems and Communication Engineering,UPCommons. Portal del coneixement obert de la UPC,opendoar____::966b6dfb6b0819cc10644bea3115cf20,publication,"OpenAIRE 3.0 (OA, funding)",1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,UPF Digital Repository,opendoar____::a14ac55a4f27472c5d894ec1c3c743d2,publication,"OpenAIRE 3.0 (OA, funding)",12,0.005583992554676594,3,386,0.007772020725388601
PE07,PE07: Systems and Communication Engineering,Utrecht University Repository,opendoar____::38b3eff8baf56627478ec76a704e9b52,publication,collected from a compatible aggregator,2,9.306654257794323e-4,2,386,0.0051813471502590676
PE07,PE07: Systems and Communication Engineering,VBN,opendoar____::8e2cfdc275761edc592f73a076197c33,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",42,0.019543973941368076,4,386,0.010362694300518135
PE07,PE07: Systems and Communication Engineering,Wageningen Staff Publications,opendoar____::d709f38ef758b5066ef31b18039b8ce5,publication,collected from a compatible aggregator,1,4.6533271288971617e-4,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,Warwick Research Archives Portal Repository,opendoar____::0e9fa1f3e9e66792401a6972d477dcc3,publication,collected from a compatible aggregator,13,0.00604932526756631,1,386,0.0025906735751295338
PE07,PE07: Systems and Communication Engineering,White Rose Research Online,opendoar____::ffd52f3c7e12435a724a8f30fddadd9c,publication,collected from a compatible aggregator,15,0.006979990693345742,8,386,0.02072538860103627
PE07,PE07: Systems and Communication Engineering,Zenodo,opendoar____::358aee4cc897452c00244351e4d91f69,publication,"OpenAIRE 3.0 (OA, funding)",142,0.0660772452303397,34,386,0.08808290155440414
PE07,PE07: Systems and Communication Engineering,Zurich Open Repository and Archive,opendoar____::0efe32849d230d7f53049ddc4a4b0c60,publication,"OpenAIRE 3.0 (OA, funding)",7,0.003257328990228013,3,386,0.007772020725388601
PE08,PE08: Products and Processes Engineering,Aaltodoc Publication Archive,opendoar____::3a066bda8c96b9478bb0512f0a43028c,publication,"OpenAIRE 3.0 (OA, funding)",146,0.05346027096301721,14,511,0.0273972602739726
PE08,PE08: Products and Processes Engineering,Agencia Nacional de Investigación y Desarrollo,opendoar____::d2a27e83d429f0dcae6b937cf440aeb1,publication,not available,1,3.661662394727206e-4,1,511,0.0019569471624266144
PE08,PE08: Products and Processes Engineering,Apollo,opendoar____::2723d092b63885e0d7c260cc007e8b9d,publication,OpenAIRE Basic (DRIVER OA),109,0.039912120102526545,21,511,0.0410958904109589
PE08,PE08: Products and Processes Engineering,Archivio della ricerca - Università degli studi di Napoli &quot;Parthenope&quot;,opendoar____::6754e06e46dfa419d5afe3c9781cecad,publication,"OpenAIRE 3.0 (OA, funding)",1,3.661662394727206e-4,1,511,0.0019569471624266144
PE08,PE08: Products and Processes Engineering,Archivio della ricerca - Università degli studi di Napoli Federico II,opendoar____::d8c24ca8f23c562a5600876ca2a550ce,publication,"OpenAIRE 3.0 (OA, funding)",1,3.661662394727206e-4,1,511,0.0019569471624266144
PE08,PE08: Products and Processes Engineering,Archivio della Ricerca - Università di Pisa,opendoar____::460b491b917d4185ed1f5be97229721a,publication,"OpenAIRE 3.0 (OA, funding)",19,0.006957158549981692,3,511,0.005870841487279843
PE08,PE08: Products and Processes Engineering,Archivio della Ricerca - Università di Roma Tor vergata,opendoar____::f095cedd23b99f1696fc8caecbcf257e,publication,"OpenAIRE 3.0 (OA, funding)",3,0.0010984987184181618,3,511,0.005870841487279843
PE08,PE08: Products and Processes Engineering,Archivio della ricerca della Scuola Superiore Sant'Anna,opendoar____::cb16b8498f74ba6b6a6873518624168c,publication,"OpenAIRE 3.0 (OA, funding)",6,0.0021969974368363236,1,511,0.0019569471624266144
PE08,PE08: Products and Processes Engineering,Archivio della ricerca- Università di Roma La Sapienza,opendoar____::dc727151e5d55dde1e950767cf861ca5,publication,"OpenAIRE 3.0 (OA, funding)",9,0.0032954961552544857,6,511,0.011741682974559686
PE08,PE08: Products and Processes Engineering,Archivio Istituzionale,opendoar____::89fcd07f20b6785b92134bd6c1d0fa42,publication,"OpenAIRE 3.0 (OA, funding)",17,0.006224826071036251,4,511,0.007827788649706457
PE08,PE08: Products and Processes Engineering,Archivio istituzionale della ricerca - Alma Mater Studiorum Università di Bologna,opendoar____::64c53a52cb3bd1a01c03a64db985c0cc,publication,"OpenAIRE 3.0 (OA, funding)",14,0.005126327352618088,10,511,0.019569471624266144
PE08,PE08: Products and Processes Engineering,Archivio Istituzionale della Ricerca - Università degli Studi di Perugia,opendoar____::a0443c8c8c3372d662e9173c18faaa2c,publication,"OpenAIRE 3.0 (OA, funding)",1,3.661662394727206e-4,1,511,0.0019569471624266144
PE08,PE08: Products and Processes Engineering,Archivio istituzionale della ricerca - Università di Brescia,opendoar____::2b346a0aa375a07f5a90a344a61416c4,publication,"OpenAIRE 3.0 (OA, funding)",1,3.661662394727206e-4,4,511,0.007827788649706457
PE08,PE08: Products and Processes Engineering,Archivio istituzionale della ricerca - Università di Genova,opendoar____::5505712229fb1eb500efadddc0353264,publication,"OpenAIRE 3.0 (OA, funding)",22,0.008055657268399853,2,511,0.003913894324853229
PE08,PE08: Products and Processes Engineering,Archivio istituzionale della ricerca - Università di Padova,opendoar____::a22d33b4a00c165507a61f3bed4b5149,publication,"OpenAIRE 3.0 (OA, funding)",6,0.0021969974368363236,1,511,0.0019569471624266144
PE08,PE08: Products and Processes Engineering,Archivio istituzionale della ricerca - Università di Palermo,opendoar____::30a237d18c50f563cba4531f1db44acf,publication,"OpenAIRE 3.0 (OA, funding)",4,0.0014646649578908824,3,511,0.005870841487279843
PE08,PE08: Products and Processes Engineering,Archivio Istituzionale della Ricerca dell'Università degli Studi di Milano,opendoar____::17326d10d511828f6b34fa6d751739e2,publication,"OpenAIRE 3.0 (OA, funding)",10,0.003661662394727206,5,511,0.009784735812133072
PE08,PE08: Products and Processes Engineering,Archivio Istituzionale Università di Bergamo,opendoar____::88a199611ac2b85bd3f76e8ee7e55650,publication,"OpenAIRE 3.0 (OA, funding)",2,7.323324789454412e-4,2,511,0.003913894324853229
PE08,PE08: Products and Processes Engineering,ARCHIVO DIGITAL PARA LA DOCENCIA Y LA INVESTIGACION,opendoar____::02b1be0d48924c327124732726097157,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",3,0.0010984987184181618,3,511,0.005870841487279843
PE08,PE08: Products and Processes Engineering,Archivo Digital UPM,opendoar____::e17184bcb70dcf3942c54e0b537ffc6d,publication,"OpenAIRE 3.0 (OA, funding)",5,0.001830831197363603,1,511,0.0019569471624266144
PE08,PE08: Products and Processes Engineering,arXiv.org e-Print Archive,opendoar____::6f4922f45568161a8cdf4ad2299f6d23,publication,OpenAIRE Basic (DRIVER OA),518,0.1896741120468693,95,511,0.18590998043052837
PE08,PE08: Products and Processes Engineering,Aston Publications Explorer,opendoar____::351b33587c5fdd93bd42ef7ac9995a28,publication,collected from a compatible aggregator,3,0.0010984987184181618,2,511,0.003913894324853229
PE08,PE08: Products and Processes Engineering,BASE (Open Access Aggregator),openaire____::df45502607927471ecf8a6ae83683ff5,publication,"OpenAIRE 3.0 (OA, funding)",7,0.002563163676309044,6,511,0.011741682974559686
PE08,PE08: Products and Processes Engineering,Bern Open Repository and Information System (BORIS),opendoar____::6917ff2a7b53421ff4066020e2d89eec,publication,OpenAIRE Basic (DRIVER OA),1,3.661662394727206e-4,1,511,0.0019569471624266144
PE08,PE08: Products and Processes Engineering,Biblioteca Digital da UNICAMP,opendoar____::aa486f25175cbdc3854151288a645c19,publication,not available,2,7.323324789454412e-4,2,511,0.003913894324853229
PE08,PE08: Products and Processes Engineering,bioRxiv,share_______::bbd802baad85d1fd440f32a7a3a2c2b1,publication,OpenAIRE Basic (DRIVER OA),4,0.0014646649578908824,3,511,0.005870841487279843
PE08,PE08: Products and Processes Engineering,BOA - Bicocca Open Archive,opendoar____::a0833c8a1817526ac555f8d67727caf6,publication,"OpenAIRE 3.0 (OA, funding)",2,7.323324789454412e-4,2,511,0.003913894324853229
PE08,PE08: Products and Processes Engineering,Caltech Authors,opendoar____::a5771bce93e200c36f7cd9dfd0e5deaa,publication,OpenAIRE Basic (DRIVER OA),3,0.0010984987184181618,3,511,0.005870841487279843
PE08,PE08: Products and Processes Engineering,CONICET Digital,opendoar____::fd9dcf1d146272bb05c490d790b6da52,publication,"OpenAIRE 3.0 (OA, funding)",5,0.001830831197363603,5,511,0.009784735812133072
PE08,PE08: Products and Processes Engineering,Copenhagen University Research Information System,opendoar____::030e65da2b1c944090548d36b244b28d,publication,OpenAIRE Basic (DRIVER OA),4,0.0014646649578908824,2,511,0.003913894324853229
PE08,PE08: Products and Processes Engineering,Cranfield CERES,opendoar____::7cbbc409ec990f19c78c75bd1e06f215,publication,OpenAIRE Basic (DRIVER OA),6,0.0021969974368363236,4,511,0.007827788649706457
PE08,PE08: Products and Processes Engineering,Cronfa at Swansea University,opendoar____::bcb41ccdc4363c6848a1d760f26c28a0,publication,OpenAIRE Basic (DRIVER OA),6,0.0021969974368363236,3,511,0.005870841487279843
PE08,PE08: Products and Processes Engineering,DepositOnce,opendoar____::da8ce53cf0240070ce6c69c48cd588ee,publication,"OpenAIRE 3.0 (OA, funding)",1,3.661662394727206e-4,1,511,0.0019569471624266144
