reference_evaluation_panel,label,officialname,data_source_id,oaire_result_type,openairecompatibility,works,works_prop,projects_with_repo_works,projects,projects_prop
LS05,LS05: Neuroscience and Neural Disorders,medRxiv,opendoar____::44012e792781772d8795acf27fabed2f,publication,OpenAIRE Basic (DRIVER OA),1,0.00102880658436214,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,MPG.PuRe,opendoar____::958adb57686c2fdec5796398de5f317a,publication,"OpenAIRE 3.0 (OA, funding)",81,0.08333333333333333,30,325,0.09230769230769231
LS05,LS05: Neuroscience and Neural Disorders,NARCIS,openaire____::fdb035c8b3e0540a8d9a561a6c44f4de,publication,"OpenAIRE 3.0 (OA, funding)",10,0.0102880658436214,8,325,0.024615384615384615
LS05,LS05: Neuroscience and Neural Disorders,Norwegian Open Research Archives,driver______::4dc196be332447baf11e431bd838e81c,publication,OpenAIRE Basic (DRIVER OA),3,0.0030864197530864196,4,325,0.012307692307692308
LS05,LS05: Neuroscience and Neural Disorders,Nottingham Research Repository,opendoar____::56c51a39a7c77d8084838cc920585bd0,publication,collected from a compatible aggregator,1,0.00102880658436214,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,Online Research @ Cardiff,opendoar____::b53b3a3d6ab90ce0268229151c9bde11,publication,collected from a compatible aggregator,5,0.0051440329218107,4,325,0.012307692307692308
LS05,LS05: Neuroscience and Neural Disorders,Online Research Database In Technology,opendoar____::147702db07145348245dc5a2f2fe5683,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",3,0.0030864197530864196,4,325,0.012307692307692308
LS05,LS05: Neuroscience and Neural Disorders,Open Access LMU,opendoar____::758874998f5bd0c393da094e1967a72b,publication,"OpenAIRE 3.0 (OA, funding)",5,0.0051440329218107,5,325,0.015384615384615385
LS05,LS05: Neuroscience and Neural Disorders,Open Repository and Bibliography - Luxembourg,opendoar____::18ad9899f3f21a5a1583584d5f11c0c0,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",1,0.00102880658436214,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,Open Repository and Bibliography - University of Liège,opendoar____::76cf99d3614e23eabab16fb27e944bf9,publication,OpenAIRE PubRepos v4.0,1,0.00102880658436214,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,Open Science Framework,re3data_____::e9ccec69196dfd1b2247ef8f8d2c5919,publication,collected from a compatible aggregator,2,0.00205761316872428,3,325,0.009230769230769232
LS05,LS05: Neuroscience and Neural Disorders,Opin visindi,opendoar____::87ae6fb631f7c8a627e8e28785d9992d,publication,"OpenAIRE 3.0 (OA, funding)",1,0.00102880658436214,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,OPUS Augsburg,opendoar____::acf06cdd9c744f969958e1f085554c8b,publication,"OpenAIRE 3.0 (OA, funding)",1,0.00102880658436214,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,OPUS FAU - Online-Publikationssystem der Friedrich-Alexander-Universität Erlangen-Nürnberg,opendoar____::0b1ec366924b26fc98fa7b71a9c249cf,publication,"OpenAIRE 3.0 (OA, funding)",1,0.00102880658436214,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,Oxford University Research Archive,opendoar____::2290a7385ed77cc5592dc2153229f082,publication,OpenAIRE Basic (DRIVER OA),14,0.01440329218106996,14,325,0.043076923076923075
LS05,LS05: Neuroscience and Neural Disorders,ProdInra,opendoar____::b710915795b9e9c02cf10d6d2bdb688c,publication,OpenAIRE Basic (DRIVER OA),2,0.00205761316872428,2,325,0.006153846153846154
LS05,LS05: Neuroscience and Neural Disorders,Publications at Bielefeld University,opendoar____::229754d7799160502a143a72f6789927,publication,OpenAIRE PubRepos v4.0,20,0.0205761316872428,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,Publikationenserver der Georg-August-Universität Göttingen,opendoar____::ae614c557843b1df326cb29c57225459,publication,"OpenAIRE 3.0 (OA, funding)",16,0.01646090534979424,9,325,0.027692307692307693
LS05,LS05: Neuroscience and Neural Disorders,Publikationer från Umeå universitet,opendoar____::d6baf65e0b240ce177cf70da146c8dc8,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",2,0.00205761316872428,2,325,0.006153846153846154
LS05,LS05: Neuroscience and Neural Disorders,Publikationsserver der RWTH Aachen University,opendoar____::df7f28ac89ca37bf1abd2f6c184fe1cf,publication,"OpenAIRE 3.0 (OA, funding)",3,0.0030864197530864196,3,325,0.009230769230769232
LS05,LS05: Neuroscience and Neural Disorders,Publikationsserver der Universität Potsdam,opendoar____::f7664060cc52bc6f3d620bcedc94a4b6,publication,"OpenAIRE 3.0 (OA, funding)",1,0.00102880658436214,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,PURE Aarhus University,openaire____::d76e4d42b3bd658259e8bf9c37ef448f,publication,"OpenAIRE 3.0 (OA, funding)",18,0.018518518518518517,10,325,0.03076923076923077
LS05,LS05: Neuroscience and Neural Disorders,Queen's University Research Portal,opendoar____::53c6de78244e9f528eb3e1cda69699bb,publication,OpenAIRE Basic (DRIVER OA),1,0.00102880658436214,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,Radboud Repository,opendoar____::7bccfde7714a1ebadf06c5f4cea752c1,publication,collected from a compatible aggregator,27,0.027777777777777776,12,325,0.036923076923076927
LS05,LS05: Neuroscience and Neural Disorders,Refubium - Repositorium der Freien Universität Berlin,opendoar____::fd1d83de2517a02d4e221ede9a681432,publication,OpenAIRE PubRepos v4.0,1,0.00102880658436214,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,REPISALUD,opendoar____::373e4c5d8edfa8b74fd4b6791d0cf6dc,publication,"OpenAIRE 3.0 (OA, funding)",1,0.00102880658436214,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,Repositório Aberto da Universidade do Porto,opendoar____::b7087c1f4f89e63af8d46f3b20271153,publication,"OpenAIRE 3.0 (OA, funding)",1,0.00102880658436214,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,Repositorio de Objetos de Docencia e Investigación de la Universidad de Cádiz,opendoar____::01e00f2f4bfcbb7505cb641066f2859b,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",1,0.00102880658436214,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,RERO DOC Digital Library,opendoar____::846c260d715e5b854ffad5f70a516c88,publication,OpenAIRE Basic (DRIVER OA),4,0.00411522633744856,2,325,0.006153846153846154
LS05,LS05: Neuroscience and Neural Disorders,Research Repository of Catalonia,opendoar____::7a614fd06c325499f1680b9896beedeb,publication,"OpenAIRE 3.0 (OA, funding)",7,0.00720164609053498,4,325,0.012307692307692308
LS05,LS05: Neuroscience and Neural Disorders,ResearchGate Data,re3data_____::9ff95da0ece8dc87bcc2b5cf5b1f350b,publication,not available,1,0.00102880658436214,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,ROBIS,opendoar____::70b8fe090143d5778c8a26ae17e21df5,publication,"OpenAIRE 3.0 (OA, funding)",2,0.00205761316872428,2,325,0.006153846153846154
LS05,LS05: Neuroscience and Neural Disorders,RUIdeRA,opendoar____::09b15d48a1514d8209b192a8b8f34e48,publication,"OpenAIRE 3.0 (OA, funding)",1,0.00102880658436214,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,Scientific Electronic Library Online - Brazil,opendoar____::996a7fa078cc36c46d02f9af3bef918b,publication,OpenAIRE Basic (DRIVER OA),1,0.00102880658436214,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,Serveur académique lausannois,opendoar____::9fdb62f932adf55af2c0e09e55861964,publication,"OpenAIRE 3.0 (OA, funding)",5,0.0051440329218107,5,325,0.015384615384615385
LS05,LS05: Neuroscience and Neural Disorders,SISSA Digital Library,opendoar____::48aedb8880cab8c45637abc7493ecddd,publication,"OpenAIRE 3.0 (OA, funding)",1,0.00102880658436214,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,Spiral - Imperial College Digital Repository,opendoar____::995e1fda4a2b5f55ef0df50868bf2a8f,publication,OpenAIRE Basic (DRIVER OA),10,0.0102880658436214,8,325,0.024615384615384615
LS05,LS05: Neuroscience and Neural Disorders,SpringerOpen,openaire____::8fc45174756b8d6bb1cfbd82c5e63a4e,publication,collected from a compatible aggregator,1,0.00102880658436214,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,St George's Online Research Archive,opendoar____::1d94108e907bb8311d8802b48fd54b4a,publication,collected from a compatible aggregator,2,0.00205761316872428,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,Suleyman Demirel University Research Repository,opendoar____::69d1fc78dbda242c43ad6590368912d4,publication,OpenAIRE Basic (DRIVER OA),1,0.00102880658436214,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,Sussex Research Online,opendoar____::ea159dc9788ffac311592613b7f71fbb,publication,collected from a compatible aggregator,14,0.01440329218106996,4,325,0.012307692307692308
LS05,LS05: Neuroscience and Neural Disorders,The University of Manchester - Institutional Repository,opendoar____::b994697479c5716eda77e8e9713e5f0f,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",5,0.0051440329218107,4,325,0.012307692307692308
LS05,LS05: Neuroscience and Neural Disorders,Theses@asb,opendoar____::5dec707028b05bcbd3a1db5640f842c5,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",1,0.00102880658436214,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,TU Delft Repository,opendoar____::c9892a989183de32e976c6f04e700201,publication,collected from a compatible aggregator,3,0.0030864197530864196,2,325,0.006153846153846154
LS05,LS05: Neuroscience and Neural Disorders,UM Publications,opendoar____::fe9fc289c3ff0af142b6d3bead98a923,publication,collected from a compatible aggregator,15,0.015432098765432098,4,325,0.012307692307692308
LS05,LS05: Neuroscience and Neural Disorders,Universiteit Twente Repository,opendoar____::8dd48d6a2e2cad213179a3992c0be53c,publication,collected from a compatible aggregator,3,0.0030864197530864196,3,325,0.009230769230769232
LS05,LS05: Neuroscience and Neural Disorders,Universiteit van Amsterdam Digital Academic Repository,opendoar____::bc6dc48b743dc5d013b1abaebd2faed2,publication,collected from a compatible aggregator,9,0.009259259259259259,5,325,0.015384615384615385
LS05,LS05: Neuroscience and Neural Disorders,University of Lincoln Institutional Repository,opendoar____::e4da3b7fbbce2345d7772b0674a318d5,publication,OpenAIRE Basic (DRIVER OA),1,0.00102880658436214,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,University of Liverpool Repository,opendoar____::459a4ddcb586f24efd9395aa7662bc7c,publication,collected from a compatible aggregator,3,0.0030864197530864196,2,325,0.006153846153846154
LS05,LS05: Neuroscience and Neural Disorders,University of Oulu Repository - Jultika,opendoar____::af5d5ef24881f3c3049a7b9bfe74d58b,publication,"OpenAIRE 3.0 (OA, funding)",1,0.00102880658436214,2,325,0.006153846153846154
LS05,LS05: Neuroscience and Neural Disorders,University of Regensburg Publication Server,opendoar____::addfa9b7e234254d26e9c7f2af1005cb,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",1,0.00102880658436214,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,University of Southern Denmark Research Output,opendoar____::1aa057313c28fa4a40c5bc084b11d276,publication,OpenAIRE Basic (DRIVER OA),3,0.0030864197530864196,2,325,0.006153846153846154
LS05,LS05: Neuroscience and Neural Disorders,UPF Digital Repository,opendoar____::a14ac55a4f27472c5d894ec1c3c743d2,publication,"OpenAIRE 3.0 (OA, funding)",5,0.0051440329218107,4,325,0.012307692307692308
LS05,LS05: Neuroscience and Neural Disorders,Utrecht University Repository,opendoar____::38b3eff8baf56627478ec76a704e9b52,publication,collected from a compatible aggregator,3,0.0030864197530864196,2,325,0.006153846153846154
LS05,LS05: Neuroscience and Neural Disorders,VBN,opendoar____::8e2cfdc275761edc592f73a076197c33,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",1,0.00102880658436214,1,325,0.003076923076923077
LS05,LS05: Neuroscience and Neural Disorders,White Rose Research Online,opendoar____::ffd52f3c7e12435a724a8f30fddadd9c,publication,collected from a compatible aggregator,20,0.0205761316872428,6,325,0.018461538461538463
LS05,LS05: Neuroscience and Neural Disorders,Zenodo,opendoar____::358aee4cc897452c00244351e4d91f69,publication,"OpenAIRE 3.0 (OA, funding)",15,0.015432098765432098,9,325,0.027692307692307693
LS05,LS05: Neuroscience and Neural Disorders,Zurich Open Repository and Archive,opendoar____::0efe32849d230d7f53049ddc4a4b0c60,publication,"OpenAIRE 3.0 (OA, funding)",50,0.051440329218107,16,325,0.04923076923076923
LS06,LS06: Immunity and Infection,Aaltodoc Publication Archive,opendoar____::3a066bda8c96b9478bb0512f0a43028c,publication,"OpenAIRE 3.0 (OA, funding)",1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,Academica-e,opendoar____::b23975176653284f1f7356ba5539cfcb,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",2,0.0022346368715083797,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,Apollo,opendoar____::2723d092b63885e0d7c260cc007e8b9d,publication,OpenAIRE Basic (DRIVER OA),45,0.05027932960893855,15,217,0.06912442396313365
LS06,LS06: Immunity and Infection,ArchiMer - Institutional Archive of Ifremer,opendoar____::8f14e45fceea167a5a36dedd4bea2543,publication,"OpenAIRE 3.0 (OA, funding)",1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,Archive ouverte UNIGE,opendoar____::f0dd4a99fba6075a9494772b58f95280,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",19,0.021229050279329607,8,217,0.03686635944700461
LS06,LS06: Immunity and Infection,Archivio della ricerca - Università degli studi di Napoli Federico II,opendoar____::d8c24ca8f23c562a5600876ca2a550ce,publication,"OpenAIRE 3.0 (OA, funding)",1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,Archivio della Ricerca - Università di Pisa,opendoar____::460b491b917d4185ed1f5be97229721a,publication,"OpenAIRE 3.0 (OA, funding)",1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,Archivio della ricerca- Università di Roma La Sapienza,opendoar____::dc727151e5d55dde1e950767cf861ca5,publication,"OpenAIRE 3.0 (OA, funding)",3,0.0033519553072625698,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,Archivio Istituzionale,opendoar____::89fcd07f20b6785b92134bd6c1d0fa42,publication,"OpenAIRE 3.0 (OA, funding)",1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,Archivio istituzionale della ricerca - Alma Mater Studiorum Università di Bologna,opendoar____::64c53a52cb3bd1a01c03a64db985c0cc,publication,"OpenAIRE 3.0 (OA, funding)",2,0.0022346368715083797,2,217,0.009216589861751152
LS06,LS06: Immunity and Infection,Archivio Istituzionale della Ricerca - Università degli Studi della Campania &quot;Luigi Vanvitelli&quot;,opendoar____::7d571e5c15bad5ef8c4352ce7a1d9e78,publication,"OpenAIRE 3.0 (OA, funding)",1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,Archivio istituzionale della ricerca - Università di Padova,opendoar____::a22d33b4a00c165507a61f3bed4b5149,publication,"OpenAIRE 3.0 (OA, funding)",2,0.0022346368715083797,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,Archivio istituzionale della ricerca - Università di Trieste,opendoar____::6915849303a3fe93657587cb9c469f00,publication,OpenAIRE Basic (DRIVER OA),1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,Archivio Istituzionale della Ricerca dell'Università degli Studi di Milano,opendoar____::17326d10d511828f6b34fa6d751739e2,publication,"OpenAIRE 3.0 (OA, funding)",8,0.008938547486033519,5,217,0.02304147465437788
LS06,LS06: Immunity and Infection,ARCHIVO DIGITAL PARA LA DOCENCIA Y LA INVESTIGACION,opendoar____::02b1be0d48924c327124732726097157,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,arXiv.org e-Print Archive,opendoar____::6f4922f45568161a8cdf4ad2299f6d23,publication,OpenAIRE Basic (DRIVER OA),1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,Bern Open Repository and Information System (BORIS),opendoar____::6917ff2a7b53421ff4066020e2d89eec,publication,OpenAIRE Basic (DRIVER OA),6,0.0067039106145251395,6,217,0.027649769585253458
LS06,LS06: Immunity and Infection,bioRxiv,share_______::bbd802baad85d1fd440f32a7a3a2c2b1,publication,OpenAIRE Basic (DRIVER OA),15,0.01675977653631285,14,217,0.06451612903225806
LS06,LS06: Immunity and Infection,Birkbeck Institutional Research Online,opendoar____::34173cb38f07f89ddbebc2ac9128303f,publication,collected from a compatible aggregator,1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,Caltech Authors,opendoar____::a5771bce93e200c36f7cd9dfd0e5deaa,publication,OpenAIRE Basic (DRIVER OA),2,0.0022346368715083797,2,217,0.009216589861751152
LS06,LS06: Immunity and Infection,Copenhagen University Research Information System,opendoar____::030e65da2b1c944090548d36b244b28d,publication,OpenAIRE Basic (DRIVER OA),9,0.01005586592178771,7,217,0.03225806451612903
LS06,LS06: Immunity and Infection,Cronfa at Swansea University,opendoar____::bcb41ccdc4363c6848a1d760f26c28a0,publication,OpenAIRE Basic (DRIVER OA),1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,Çukurova University Institutional Repository,opendoar____::003dd617c12d444ff9c80f717c3fa982,publication,"OpenAIRE 3.0 (OA, funding)",1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,DI-fusion,opendoar____::c5866e93cab1776890fe343c9e7063fb,publication,OpenAIRE Basic (DRIVER OA),7,0.00782122905027933,2,217,0.009216589861751152
LS06,LS06: Immunity and Infection,Digital Access to Scholarship at Harvard,opendoar____::8f19793b2671094e63a15ab883d50137,publication,OpenAIRE Basic (DRIVER OA),4,0.004469273743016759,3,217,0.013824884792626729
LS06,LS06: Immunity and Infection,Digital Repository of University of Zaragoza,opendoar____::59f51fd6937412b7e56ded1ea2470c25,publication,OpenAIRE Basic (DRIVER OA),1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,DIGITAL.CSIC,opendoar____::c9f95a0a5af052bffce5c89917335f67,publication,"OpenAIRE 3.0 (OA, funding)",18,0.02011173184357542,7,217,0.03225806451612903
LS06,LS06: Immunity and Infection,DigitalCommons@USU,opendoar____::1abb1e1ea5f481b589da52303b091cbb,publication,OpenAIRE Basic (DRIVER OA),1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,Diposit Digital de la Universitat de Barcelona,opendoar____::1ce927f875864094e3906a4a0b5ece68,publication,"OpenAIRE 3.0 (OA, funding)",1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,Document Server@UHasselt,opendoar____::65b9eea6e1cc6bb9f0cd2a47751a186f,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",13,0.01452513966480447,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,DSpace at VU,opendoar____::0c74b7f78409a4022a2c4c5a5ca3ee19,publication,collected from a compatible aggregator,1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,DSpace@MIT,opendoar____::2a38a4a9316c49e5a833517c45d31070,publication,OpenAIRE Basic (DRIVER OA),1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,e-Prints Soton,opendoar____::01386bd6d8e091c2ab4c7c7de644d37b,publication,OpenAIRE Basic (DRIVER OA),5,0.00558659217877095,3,217,0.013824884792626729
LS06,LS06: Immunity and Infection,Edinburgh Research Explorer,opendoar____::512fc3c5227f637e41437c999a2d3169,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",15,0.01675977653631285,12,217,0.055299539170506916
LS06,LS06: Immunity and Infection,Enlighten,opendoar____::82aa4b0af34c2313a562076992e50aa3,publication,collected from a compatible aggregator,26,0.02905027932960894,10,217,0.04608294930875576
LS06,LS06: Immunity and Infection,Epsilon Open Archive,opendoar____::41bfd20a38bb1b0bec75acf0845530a7,publication,OpenAIRE Basic (DRIVER OA),1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,Erasmus University Institutional Repository,opendoar____::9c3b1830513cc3b8fc4b76635d32e692,publication,collected from a compatible aggregator,3,0.0033519553072625698,2,217,0.009216589861751152
LS06,LS06: Immunity and Infection,eScholarship - University of California,opendoar____::89f0fd5c927d466d6ec9a21b9ac34ffa,publication,OpenAIRE Basic (DRIVER OA),6,0.0067039106145251395,6,217,0.027649769585253458
LS06,LS06: Immunity and Infection,ETH Zürich Research Collection,re3data_____::8ac60f4c88018b79a528ceb336266c6b,publication,"OpenAIRE Data (funded, referenced datasets)",12,0.013407821229050279,11,217,0.05069124423963134
LS06,LS06: Immunity and Infection,Europe PubMed Central,opendoar____::8b6dd7db9af49e67306feb59a8bdc52c,publication,collected from a compatible aggregator,715,0.7988826815642458,133,217,0.6129032258064516
LS06,LS06: Immunity and Infection,Explore Bristol Research,opendoar____::f12f2b34a0c3174269c19e21c07dee68,publication,OpenAIRE Basic (DRIVER OA),2,0.0022346368715083797,2,217,0.009216589861751152
LS06,LS06: Immunity and Infection,Fachrepositorium Lebenswissenschaften,opendoar____::4b26dc4663ccf960c8538d595d0a1d3a,publication,OpenAIRE Basic (DRIVER OA),2,0.0022346368715083797,2,217,0.009216589861751152
LS06,LS06: Immunity and Infection,Fraunhofer-ePrints,opendoar____::00ac8ed3b4327bdd4ebbebcb2ba10a00,publication,"OpenAIRE 3.0 (OA, funding)",7,0.00782122905027933,3,217,0.013824884792626729
LS06,LS06: Immunity and Infection,Ghent University Academic Bibliography,opendoar____::fe73f687e5bc5280214e0486b273a5f9,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",11,0.012290502793296089,6,217,0.027649769585253458
LS06,LS06: Immunity and Infection,HAL,opendoar____::7e7757b1e12abcb736ab9a754ffb617a,publication,"OpenAIRE 3.0 (OA, funding)",204,0.22793296089385476,59,217,0.271889400921659
LS06,LS06: Immunity and Infection,HELDA - Digital Repository of the University of Helsinki,opendoar____::06a81a4fb98d149f2d31c68828fa6eb2,publication,"OpenAIRE 3.0 (OA, funding)",17,0.01899441340782123,2,217,0.009216589861751152
LS06,LS06: Immunity and Infection,Hochschulschriftenserver - Universität Frankfurt am Main,opendoar____::d86ea612dec96096c5e0fcc8dd42ab6d,publication,OpenAIRE Basic (DRIVER OA),5,0.00558659217877095,5,217,0.02304147465437788
LS06,LS06: Immunity and Infection,Horizon / Pleins textes,opendoar____::d2ed45a52bc0edfa11c2064e9edee8bf,publication,OpenAIRE Basic (DRIVER OA),1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,ILL-ESRF publications,openaire____::c2e8198ce137dc8d1a11eafa1ab30bbf,publication,"OpenAIRE 3.0 (OA, funding)",2,0.0022346368715083797,2,217,0.009216589861751152
LS06,LS06: Immunity and Infection,Infoscience - EPFL scientific publications,opendoar____::eecca5b6365d9607ee5a9d336962c534,publication,OpenAIRE PubRepos v4.0,25,0.027932960893854747,10,217,0.04608294930875576
LS06,LS06: Immunity and Infection,Institutional Repository,opendoar____::3210ddbeaa16948a702b6049b8d9a202,publication,collected from a compatible aggregator,1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,Institutional Repository for Molecular Medicine (MDC),driver______::3d9e79b22f9d9463a39c3654b873d76b,publication,OpenAIRE Basic (DRIVER OA),12,0.013407821229050279,7,217,0.03225806451612903
LS06,LS06: Immunity and Infection,Institutional Repository Universiteit Antwerpen,opendoar____::a03fa30821986dff10fc66647c84c9c3,publication,"OpenAIRE 3.0 (OA, funding)",2,0.0022346368715083797,2,217,0.009216589861751152
LS06,LS06: Immunity and Infection,IRIS - Università degli Studi di Verona,opendoar____::c3395dd46c34fa7fd8d729d8cf88b7a8,publication,"OpenAIRE 3.0 (OA, funding)",12,0.013407821229050279,3,217,0.013824884792626729
LS06,LS06: Immunity and Infection,IRIS UNIMORE - Archivio istituzionale della ricerca - Università di Modena e Reggio Emilia,opendoar____::f35fd567065af297ae65b621e0a21ae9,publication,"OpenAIRE 3.0 (OA, funding)",1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,İstinye University Institutional Repository,opendoar____::0ffd15f002b98f6bd62346b947b8d15a,publication,OpenAIRE PubRepos v4.0,1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,Jagiellonian University Repository,opendoar____::0d8080853a54f8985276b0130266a657,publication,"OpenAIRE 3.0 (OA, funding)",2,0.0022346368715083797,2,217,0.009216589861751152
LS06,LS06: Immunity and Infection,Keele Research Repository,opendoar____::26505e0494662534f633586941b77d0c,publication,collected from a compatible aggregator,1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,Kent Academic Repository,opendoar____::4c22bd444899d3b6047a10b20a2f26db,publication,collected from a compatible aggregator,1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,King's Research Portal,opendoar____::566a9968b43628588e76be5a85a0f9e8,publication,OpenAIRE Basic (DRIVER OA),7,0.00782122905027933,4,217,0.018433179723502304
LS06,LS06: Immunity and Infection,KNAW Repository,opendoar____::97275a23ca44226c9964043c8462be96,publication,collected from a compatible aggregator,2,0.0022346368715083797,2,217,0.009216589861751152
LS06,LS06: Immunity and Infection,Kölner UniversitätsPublikationsServer,opendoar____::84d9ee44e457ddef7f2c4f25dc8fa865,publication,OpenAIRE Basic (DRIVER OA),2,0.0022346368715083797,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,Leiden University Repository,opendoar____::854d6fae5ee42911677c739ee1734486,publication,collected from a compatible aggregator,5,0.00558659217877095,5,217,0.02304147465437788
LS06,LS06: Immunity and Infection,Lille Open Archive,opendoar____::0b0b0994d12ad343511adfbfc364256e,publication,"OpenAIRE 3.0 (OA, funding)",1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,Lirias,opendoar____::fe709c654eac84d5239d1a12a4f71877,publication,"OpenAIRE 3.0 (OA, funding)",7,0.00782122905027933,7,217,0.03225806451612903
LS06,LS06: Immunity and Infection,LSHTM Research Online,opendoar____::269d837afada308dd4aeab28ca2d57e4,publication,collected from a compatible aggregator,10,0.0111731843575419,7,217,0.03225806451612903
LS06,LS06: Immunity and Infection,Lund University Publications,opendoar____::2cbca44843a864533ec05b321ae1f9d1,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",1,0.0011173184357541898,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,Maynooth University ePrints &amp; eTheses Archive,opendoar____::115f89503138416a242f40fb7d7f338e,publication,OpenAIRE Basic (DRIVER OA),3,0.0033519553072625698,1,217,0.004608294930875576
LS06,LS06: Immunity and Infection,MediaTUM,opendoar____::ebd9629fc3ae5e9f6611e2ee05a31cef,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",2,0.0022346368715083797,2,217,0.009216589861751152
LS06,LS06: Immunity and Infection,MPG.PuRe,opendoar____::958adb57686c2fdec5796398de5f317a,publication,"OpenAIRE 3.0 (OA, funding)",21,0.02346368715083799,16,217,0.07373271889400922
