reference_evaluation_panel,officialname,oaire_result_type,openairecompatibility,data_source_id,works,projects_with_repo_works,reference_evaluation_panel_title,projects,prop
PE06_REF,Archivo Digital UPM,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::e17184bcb70dcf3942c54e0b537ffc6d,3,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,arXiv.org e-Print Archive,publication,OpenAIRE Basic (DRIVER OA),opendoar____::6f4922f45568161a8cdf4ad2299f6d23,1300,205,Computer Science and Informatics,414,0.49516908212560384
PE06_REF,BASE (Open Access Aggregator),publication,"OpenAIRE 3.0 (OA, funding)",openaire____::df45502607927471ecf8a6ae83683ff5,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Bern Open Repository and Information System (BORIS),publication,OpenAIRE Basic (DRIVER OA),opendoar____::6917ff2a7b53421ff4066020e2d89eec,2,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,Beykent University Institutional Repository,publication,OpenAIRE Basic (DRIVER OA),opendoar____::3b5020bb891119b9f5130f1fea9bd773,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,BI Open,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::c8cbd669cfb2f016574e9d147092b5bb,3,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Biblioteca Digital da UNICAMP,publication,not available,opendoar____::aa486f25175cbdc3854151288a645c19,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,bioRxiv,publication,OpenAIRE Basic (DRIVER OA),share_______::bbd802baad85d1fd440f32a7a3a2c2b1,7,6,Computer Science and Informatics,414,0.014492753623188406
PE06_REF,Birkbeck Institutional Research Online,publication,collected from a compatible aggregator,opendoar____::34173cb38f07f89ddbebc2ac9128303f,3,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,BOA - Bicocca Open Archive,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::a0833c8a1817526ac555f8d67727caf6,16,4,Computer Science and Informatics,414,0.00966183574879227
PE06_REF,Bournemouth University Research Online,publication,collected from a compatible aggregator,opendoar____::8a1e808b55fde9455cb3d8857ed88389,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Brunel University Research Archive,publication,OpenAIRE Basic (DRIVER OA),opendoar____::acf4b89d3d503d8252c9c4ba75ddbf6d,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Caltech Authors,publication,OpenAIRE Basic (DRIVER OA),opendoar____::a5771bce93e200c36f7cd9dfd0e5deaa,6,5,Computer Science and Informatics,414,0.012077294685990338
PE06_REF,CERN Document Server,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::fc490ca45c00b1249bbe3554a4fdf6fb,2,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,City Research Online,publication,collected from a compatible aggregator,opendoar____::0233f3bb964cf325a30f8b1c2ed2da93,4,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,CONICET Digital,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::fd9dcf1d146272bb05c490d790b6da52,5,3,Computer Science and Informatics,414,0.007246376811594203
PE06_REF,Copenhagen University Research Information System,publication,OpenAIRE Basic (DRIVER OA),opendoar____::030e65da2b1c944090548d36b244b28d,12,5,Computer Science and Informatics,414,0.012077294685990338
PE06_REF,Cronfa at Swansea University,publication,OpenAIRE Basic (DRIVER OA),opendoar____::bcb41ccdc4363c6848a1d760f26c28a0,2,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,Çukurova University Institutional Repository,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::003dd617c12d444ff9c80f717c3fa982,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,De Montfort University Open Research Archive,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::a4300b002bcfb71f291dac175d52df94,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,DepositOnce,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::da8ce53cf0240070ce6c69c48cd588ee,10,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,DESY Publication Database,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::b9d487a30398d42ecff55c228ed5652b,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,DI-fusion,publication,OpenAIRE Basic (DRIVER OA),opendoar____::c5866e93cab1776890fe343c9e7063fb,23,4,Computer Science and Informatics,414,0.00966183574879227
PE06_REF,Digital Access to Scholarship at Harvard,publication,OpenAIRE Basic (DRIVER OA),opendoar____::8f19793b2671094e63a15ab883d50137,2,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,Digital Repository of University of Zaragoza,publication,OpenAIRE Basic (DRIVER OA),opendoar____::59f51fd6937412b7e56ded1ea2470c25,21,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,DIGITAL.CSIC,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::c9f95a0a5af052bffce5c89917335f67,6,3,Computer Science and Informatics,414,0.007246376811594203
PE06_REF,DigitalCommons@USU,publication,OpenAIRE Basic (DRIVER OA),opendoar____::1abb1e1ea5f481b589da52303b091cbb,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Diposit Digital de Documents de la UAB,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::186a157b2992e7daed3677ce8e9fe40f,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,DLR publication server,publication,OpenAIRE PubRepos v4.0,opendoar____::84f0f20482cde7e5eacaf7364a643d33,2,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Document Server@UHasselt,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::65b9eea6e1cc6bb9f0cd2a47751a186f,3,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,DSpace at VU,publication,collected from a compatible aggregator,opendoar____::0c74b7f78409a4022a2c4c5a5ca3ee19,22,13,Computer Science and Informatics,414,0.03140096618357488
PE06_REF,DSpace@IZTECH,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::2417dc8af8570f274e6775d4d60496da,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,DSpace@MIT,publication,OpenAIRE Basic (DRIVER OA),opendoar____::2a38a4a9316c49e5a833517c45d31070,7,5,Computer Science and Informatics,414,0.012077294685990338
PE06_REF,Durham Research Online,publication,OpenAIRE Basic (DRIVER OA),opendoar____::cd00692c3bfe59267d5ecfac5310286c,10,6,Computer Science and Informatics,414,0.014492753623188406
PE06_REF,E-LIB Dokumentserver - Staats und Universitätsbibliothek Bremen,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::e00da03b685a0dd18fb6a08af0923de0,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,E-Prints Complutense,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::069059b7ef840f0c74a814ec9237b6ec,8,4,Computer Science and Informatics,414,0.00966183574879227
PE06_REF,e-Prints Soton,publication,OpenAIRE Basic (DRIVER OA),opendoar____::01386bd6d8e091c2ab4c7c7de644d37b,2,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,Edinburgh Research Archive,publication,OpenAIRE Basic (DRIVER OA),opendoar____::428fca9bc1921c25c5121f9da7815cde,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Edinburgh Research Explorer,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::512fc3c5227f637e41437c999a2d3169,78,20,Computer Science and Informatics,414,0.04830917874396135
PE06_REF,edoc,publication,OpenAIRE Basic (DRIVER OA),opendoar____::8bdb5058376143fa358981954e7626b8,4,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Enlighten,publication,collected from a compatible aggregator,opendoar____::82aa4b0af34c2313a562076992e50aa3,10,6,Computer Science and Informatics,414,0.014492753623188406
PE06_REF,Erasmus University Institutional Repository,publication,collected from a compatible aggregator,opendoar____::9c3b1830513cc3b8fc4b76635d32e692,2,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,eScholarship - University of California,publication,OpenAIRE Basic (DRIVER OA),opendoar____::89f0fd5c927d466d6ec9a21b9ac34ffa,7,6,Computer Science and Informatics,414,0.014492753623188406
PE06_REF,ETH Zürich Research Collection,publication,"OpenAIRE Data (funded, referenced datasets)",re3data_____::8ac60f4c88018b79a528ceb336266c6b,11,9,Computer Science and Informatics,414,0.021739130434782608
PE06_REF,EURECOM Repository,publication,OpenAIRE Basic (DRIVER OA),opendoar____::68b1fbe7f16e4ae3024973f12f3cb313,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Europe PubMed Central,publication,collected from a compatible aggregator,opendoar____::8b6dd7db9af49e67306feb59a8bdc52c,198,81,Computer Science and Informatics,414,0.1956521739130435
PE06_REF,Explore Bristol Research,publication,OpenAIRE Basic (DRIVER OA),opendoar____::f12f2b34a0c3174269c19e21c07dee68,10,8,Computer Science and Informatics,414,0.01932367149758454
PE06_REF,FigShare,publication,not available,opendoar____::4b86abe48d358ecf194c56c69108433e,2,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,Flore (Florence Research Repository),publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::06eb61b839a0cefee4967c67ccb099dc,2,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,Fraunhofer-ePrints,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::00ac8ed3b4327bdd4ebbebcb2ba10a00,11,5,Computer Science and Informatics,414,0.012077294685990338
PE06_REF,Full-text Institutional Repository of the Ruđer Bošković Institute,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::92426b262d11b0ade77387cf8416e153,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,GFZ German Research Centre for Geosciences,publication,OpenAIRE Basic (DRIVER OA),opendoar____::1c9ac0159c94d8d0cbedc973445af2da,3,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Ghent University Academic Bibliography,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::fe73f687e5bc5280214e0486b273a5f9,17,5,Computer Science and Informatics,414,0.012077294685990338
PE06_REF,HAL,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::7e7757b1e12abcb736ab9a754ffb617a,641,112,Computer Science and Informatics,414,0.27053140096618356
PE06_REF,HELDA - Digital Repository of the University of Helsinki,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::06a81a4fb98d149f2d31c68828fa6eb2,11,6,Computer Science and Informatics,414,0.014492753623188406
PE06_REF,Hereon Publication Database,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::c3535febaff29fcb7c0d20cbe94391c7,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Hes-so: ArODES Open Archive (University of Applied Sciences and Arts Western Switzerland,publication,OpenAIRE Basic (DRIVER OA),opendoar____::2bba9f4124283edd644799e0cecd45ca,2,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,HKU Scholars Hub,publication,OpenAIRE Basic (DRIVER OA),opendoar____::d707329bece455a462b58ce00d1194c9,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,IIASA PURE,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::b99d193b66a6542917d2b7bee52c2574,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Infoscience - EPFL scientific publications,publication,OpenAIRE PubRepos v4.0,opendoar____::eecca5b6365d9607ee5a9d336962c534,70,23,Computer Science and Informatics,414,0.05555555555555555
PE06_REF,INRIA a CCSD electronic archive server,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::9766527f2b5d3e95d4a733fcfb77bd7e,213,57,Computer Science and Informatics,414,0.13768115942028986
PE06_REF,Institutional Repository of the Technical University of Crete (DIAS),publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::d360a502598a4b64b936683b44a5523a,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Institutionelles Repositorium der Leibniz Universität Hannover,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::e52ad5c9f751f599492b4f087ed7ecfc,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,IRIS - Institutional Research Information System of the University of Trento,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::72007983849f4fcb0ad565439834756b,7,4,Computer Science and Informatics,414,0.00966183574879227
PE06_REF,IST PubRep,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::9bdb8b1faffa4b3d41779bb495d79fb9,14,5,Computer Science and Informatics,414,0.012077294685990338
PE06_REF,ISTI Open Portal,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::81930c54e08b6d26d9638dd2e4656dc1,4,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Jagiellonian University Repository,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::0d8080853a54f8985276b0130266a657,2,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,JAIRO,publication,OpenAIRE Basic (DRIVER OA),openaire____::fffd45256148b1de3114788f21179083,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,JKU ePub,publication,OpenAIRE Basic (DRIVER OA),opendoar____::8d9766a69b764fefc12f56739424d136,4,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Juelich Shared Electronic Resources,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::8a1ee9f2b7abe6e88d1a479ab6a42c5e,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Jyväskylä University Digital Archive,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::3a029f04d76d32e79367c4b3255dda4d,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Karamanoğlu Mehmetbey Üniversitesi Akademik Arşiv Sistemi,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::1160453108d3e537255e9f7b931f4e90,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Kent Academic Repository,publication,collected from a compatible aggregator,opendoar____::4c22bd444899d3b6047a10b20a2f26db,5,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,King's Research Portal,publication,OpenAIRE Basic (DRIVER OA),opendoar____::566a9968b43628588e76be5a85a0f9e8,3,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,KITopen,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::52c409f1571f500e28f490a302a12540,4,4,Computer Science and Informatics,414,0.00966183574879227
PE06_REF,Koç University Suna Kıraç Library’s New Digital Collections Portal,publication,OpenAIRE Basic (DRIVER OA),opendoar____::b6e710870acb098e584277457ba89d68,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Leiden University Repository,publication,collected from a compatible aggregator,opendoar____::854d6fae5ee42911677c739ee1734486,5,3,Computer Science and Informatics,414,0.007246376811594203
PE06_REF,Lille Open Archive,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::0b0b0994d12ad343511adfbfc364256e,4,4,Computer Science and Informatics,414,0.00966183574879227
PE06_REF,Lirias,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::fe709c654eac84d5239d1a12a4f71877,63,13,Computer Science and Informatics,414,0.03140096618357488
PE06_REF,LJMU Research Online,publication,collected from a compatible aggregator,opendoar____::1cfead9959b76ce44a847c850b61c587,2,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,LSE Research Online,publication,OpenAIRE Basic (DRIVER OA),opendoar____::7eabe3a1649ffa2b3ff8c02ebfd5659f,3,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,MediaTUM,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::ebd9629fc3ae5e9f6611e2ee05a31cef,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Middlesex University Research Repository,publication,collected from a compatible aggregator,opendoar____::979d472a84804b9f647bc185a877a8b5,5,4,Computer Science and Informatics,414,0.00966183574879227
PE06_REF,MPG.PuRe,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::958adb57686c2fdec5796398de5f317a,67,29,Computer Science and Informatics,414,0.07004830917874397
PE06_REF,Munin - Open Research Archive,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::f47d0ad31c4c49061b9e505593e3db98,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Northumbria Research Link,publication,collected from a compatible aggregator,opendoar____::e94f63f579e05cb49c05c2d050ead9c0,2,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,Norwegian Open Research Archives,publication,OpenAIRE Basic (DRIVER OA),driver______::4dc196be332447baf11e431bd838e81c,9,5,Computer Science and Informatics,414,0.012077294685990338
PE06_REF,Nottingham ePrints,publication,collected from a compatible aggregator,opendoar____::9cfdf10e8fc047a44b08ed031e1f0ed1,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Nottingham Research Repository,publication,collected from a compatible aggregator,opendoar____::56c51a39a7c77d8084838cc920585bd0,2,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,OAPEN Library,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::761c7920f470038d4c8a619c79eddd62,2,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Online Research @ Cardiff,publication,collected from a compatible aggregator,opendoar____::b53b3a3d6ab90ce0268229151c9bde11,24,4,Computer Science and Informatics,414,0.00966183574879227
PE06_REF,Online Research Database In Technology,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::147702db07145348245dc5a2f2fe5683,10,6,Computer Science and Informatics,414,0.014492753623188406
PE06_REF,Open Access LMU,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::758874998f5bd0c393da094e1967a72b,16,3,Computer Science and Informatics,414,0.007246376811594203
PE06_REF,Open Archive Toulouse Archive Ouverte,publication,OpenAIRE Basic (DRIVER OA),opendoar____::e1d5be1c7f2f456670de3d53c7b54f4a,11,5,Computer Science and Informatics,414,0.012077294685990338
PE06_REF,Open Repository and Bibliography - Luxembourg,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::18ad9899f3f21a5a1583584d5f11c0c0,39,6,Computer Science and Informatics,414,0.014492753623188406
PE06_REF,Open Repository and Bibliography - University of Liège,publication,OpenAIRE PubRepos v4.0,opendoar____::76cf99d3614e23eabab16fb27e944bf9,3,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Open Science Framework,publication,collected from a compatible aggregator,re3data_____::e9ccec69196dfd1b2247ef8f8d2c5919,2,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,Opin visindi,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::87ae6fb631f7c8a627e8e28785d9992d,1,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,OPUS Augsburg,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::acf06cdd9c744f969958e1f085554c8b,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Oskar Bordeaux,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::f6bc7e9dc18cfe3bbacd3dc594cef296,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Oxford University Research Archive,publication,OpenAIRE Basic (DRIVER OA),opendoar____::2290a7385ed77cc5592dc2153229f082,77,20,Computer Science and Informatics,414,0.04830917874396135
PE06_REF,"Permanent Hosting, Archiving and Indexing of Digital Resources and Assets",publication,OpenAIRE PubRepos v4.0,opendoar____::74563ba21a90da13dacf2a73e3ddefa7,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Portsmouth Research Portal,publication,OpenAIRE Basic (DRIVER OA),opendoar____::7e8d7e5ccbddfd9576be61e3ab86aa73,3,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,ProdInra,publication,OpenAIRE Basic (DRIVER OA),opendoar____::b710915795b9e9c02cf10d6d2bdb688c,2,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,Project Euclid,publication,OpenAIRE Basic (DRIVER OA),openaire____::f19d2f12ac82ff06994dd8efb73a2178,3,3,Computer Science and Informatics,414,0.007246376811594203
PE06_REF,Publications at Bielefeld University,publication,OpenAIRE PubRepos v4.0,opendoar____::229754d7799160502a143a72f6789927,2,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,Publications Open Repository TOrino,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::cb8da6767461f2812ae4290eac7cbc42,3,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,Publikationer från KTH,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::a4f23670e1833f3fdb077ca70bbd5d66,5,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,Publikationer från Stockholms universitet,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::8c19f571e251e61cb8dd3612f26d5ecf,3,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,Publikationer från Uppsala Universitet,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::52720e003547c70561bf5e03b95aa99f,18,5,Computer Science and Informatics,414,0.012077294685990338
PE06_REF,Publikationsserver der RWTH Aachen University,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::df7f28ac89ca37bf1abd2f6c184fe1cf,21,9,Computer Science and Informatics,414,0.021739130434782608
PE06_REF,Publikationsserver der Universität Potsdam,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::f7664060cc52bc6f3d620bcedc94a4b6,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,PURE Aarhus University,publication,"OpenAIRE 3.0 (OA, funding)",openaire____::d76e4d42b3bd658259e8bf9c37ef448f,87,20,Computer Science and Informatics,414,0.04830917874396135
PE06_REF,Radboud Repository,publication,collected from a compatible aggregator,opendoar____::7bccfde7714a1ebadf06c5f4cea752c1,15,10,Computer Science and Informatics,414,0.024154589371980676
PE06_REF,RE.PUBLIC@POLIMI Research Publications at Politecnico di Milano,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::7ec3b3cf674f4f1d23e9d30c89426cce,37,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,Refubium - Repositorium der Freien Universität Berlin,publication,OpenAIRE PubRepos v4.0,opendoar____::fd1d83de2517a02d4e221ede9a681432,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Repositori d'Objectes Digitals per a l'Ensenyament la Recerca i la Cultura,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::654ad60ebd1ae29cedc37da04b6b0672,9,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Repositório Aberto da Universidade do Porto,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::b7087c1f4f89e63af8d46f3b20271153,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Repositorio Institucional de la Universidad de Oviedo,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::fc79250f8c5b804390e8da280b4cf06e,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Repositorio Institucional Universidad de Granada,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::7437d136770f5b35194cb46c1653efaa,2,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Repository CWI Amsterdam,publication,collected from a compatible aggregator,opendoar____::d20be76a86c0d71c75035fced631f874,20,11,Computer Science and Informatics,414,0.026570048309178744
PE06_REF,Repository of the University of Ljubljana,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::2a3d6d6cc4b5e77238c1fc1bb6cdd681,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Repository TU/e,publication,collected from a compatible aggregator,opendoar____::99c5e07b4d5de9d18c350cdf64c5aa3d,13,11,Computer Science and Informatics,414,0.026570048309178744
PE06_REF,RERO DOC Digital Library,publication,OpenAIRE Basic (DRIVER OA),opendoar____::846c260d715e5b854ffad5f70a516c88,2,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,Research Repository of Catalonia,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::7a614fd06c325499f1680b9896beedeb,44,7,Computer Science and Informatics,414,0.016908212560386472
PE06_REF,ResearchGate Data,publication,not available,re3data_____::9ff95da0ece8dc87bcc2b5cf5b1f350b,4,3,Computer Science and Informatics,414,0.007246376811594203
PE06_REF,ROBIS,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::70b8fe090143d5778c8a26ae17e21df5,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Spiral - Imperial College Digital Repository,publication,OpenAIRE Basic (DRIVER OA),opendoar____::995e1fda4a2b5f55ef0df50868bf2a8f,42,20,Computer Science and Informatics,414,0.04830917874396135
PE06_REF,SpringerOpen,publication,collected from a compatible aggregator,openaire____::8fc45174756b8d6bb1cfbd82c5e63a4e,4,3,Computer Science and Informatics,414,0.007246376811594203
PE06_REF,Strathprints,publication,not available,opendoar____::2ac2406e835bd49c70469acae337d292,5,4,Computer Science and Informatics,414,0.00966183574879227
PE06_REF,Sussex Research Online,publication,collected from a compatible aggregator,opendoar____::ea159dc9788ffac311592613b7f71fbb,14,5,Computer Science and Informatics,414,0.012077294685990338
PE06_REF,Swedish Institute of Computer Science Publications Database,publication,OpenAIRE Basic (DRIVER OA),opendoar____::1efa39bcaec6f3900149160693694536,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,SZTAKI Publication Repository,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::98d8a23fd60826a2a474c5b4f5811707,18,4,Computer Science and Informatics,414,0.00966183574879227
PE06_REF,The IT University of Copenhagen's Repository,publication,OpenAIRE Basic (DRIVER OA),opendoar____::faa453efde4ac6a36849ba381feb9e87,3,3,Computer Science and Informatics,414,0.007246376811594203
PE06_REF,The University of Manchester - Institutional Repository,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::b994697479c5716eda77e8e9713e5f0f,13,6,Computer Science and Informatics,414,0.014492753623188406
PE06_REF,Theses@asb,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::5dec707028b05bcbd3a1db5640f842c5,8,4,Computer Science and Informatics,414,0.00966183574879227
PE06_REF,Tilburg University Repository,publication,collected from a compatible aggregator,opendoar____::01f78be6f7cad02658508fe4616098a9,4,4,Computer Science and Informatics,414,0.00966183574879227
PE06_REF,Trepo - Institutional Repository of Tampere University,publication,OpenAIRE Basic (DRIVER OA),opendoar____::812214fb8e7066bfa6e32c626c2c688b,3,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,TU Delft Repository,publication,collected from a compatible aggregator,opendoar____::c9892a989183de32e976c6f04e700201,14,4,Computer Science and Informatics,414,0.00966183574879227
PE06_REF,TUGraz OPEN Library,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::0ae1dd3954ee840075de1395771b6c9c,14,2,Computer Science and Informatics,414,0.004830917874396135
PE06_REF,uBibliorum Repositorio Digital DA UBI,publication,OpenAIRE Basic (DRIVER OA),opendoar____::0a17ad0fa0870b05f172deeb05efef8e,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Unitus DSpace,publication,OpenAIRE Basic (DRIVER OA),opendoar____::b2eb7349035754953b57a32e2841bda5,1,1,Computer Science and Informatics,414,0.0024154589371980675
PE06_REF,Universiteit Twente Repository,publication,collected from a compatible aggregator,opendoar____::8dd48d6a2e2cad213179a3992c0be53c,8,4,Computer Science and Informatics,414,0.00966183574879227
PE06_REF,Universiteit van Amsterdam Digital Academic Repository,publication,collected from a compatible aggregator,opendoar____::bc6dc48b743dc5d013b1abaebd2faed2,9,8,Computer Science and Informatics,414,0.01932367149758454
