reference_evaluation_panel,officialname,oaire_result_type,openairecompatibility,data_source_id,works,projects_with_repo_works,reference_evaluation_panel_title,projects,prop
LS07_REF,Warwick Research Archives Portal Repository,publication,collected from a compatible aggregator,opendoar____::0e9fa1f3e9e66792401a6972d477dcc3,4,3,"Applied Medical Technologies, Diagnostics, Therapies and Public Health",470,0.006382978723404255
LS07_REF,Web-based Archive of RIVM Publications,publication,collected from a compatible aggregator,opendoar____::7504adad8bb96320eb3afdd4df6e1f60,8,4,"Applied Medical Technologies, Diagnostics, Therapies and Public Health",470,0.00851063829787234
LS07_REF,White Rose Research Online,publication,collected from a compatible aggregator,opendoar____::ffd52f3c7e12435a724a8f30fddadd9c,26,15,"Applied Medical Technologies, Diagnostics, Therapies and Public Health",470,0.031914893617021274
LS07_REF,Zenodo,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::358aee4cc897452c00244351e4d91f69,48,29,"Applied Medical Technologies, Diagnostics, Therapies and Public Health",470,0.06170212765957447
LS07_REF,Zenodo,publication,OpenAIRE Basic (DRIVER OA),opendoar____::358aee4cc897452c00244351e4d91f69,3,3,"Applied Medical Technologies, Diagnostics, Therapies and Public Health",470,0.006382978723404255
LS07_REF,Zurich Open Repository and Archive,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::0efe32849d230d7f53049ddc4a4b0c60,68,21,"Applied Medical Technologies, Diagnostics, Therapies and Public Health",470,0.04468085106382979
LS08_REF,Aaltodoc Publication Archive,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::3a066bda8c96b9478bb0512f0a43028c,8,3,"Ecology, Evolution and Environmental Biology",279,0.010752688172043012
LS08_REF,Agder University Research Archive,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::59e0b2658e9f2e77f8d4d83f8d07ca84,2,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,Agencia Nacional de Investigación y Desarrollo,publication,not available,opendoar____::d2a27e83d429f0dcae6b937cf440aeb1,1,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,Agritrop,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::fd4c2dc64ccb8496e6f1f94c85f30d06,4,4,"Ecology, Evolution and Environmental Biology",279,0.014336917562724014
LS08_REF,Apollo,publication,OpenAIRE Basic (DRIVER OA),opendoar____::2723d092b63885e0d7c260cc007e8b9d,37,17,"Ecology, Evolution and Environmental Biology",279,0.06093189964157706
LS08_REF,ArchiMer - Institutional Archive of Ifremer,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::8f14e45fceea167a5a36dedd4bea2543,10,5,"Ecology, Evolution and Environmental Biology",279,0.017921146953405017
LS08_REF,Archivio della ricerca - Università degli studi di Napoli Federico II,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::d8c24ca8f23c562a5600876ca2a550ce,3,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,Archivio della ricerca- Università di Roma La Sapienza,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::dc727151e5d55dde1e950767cf861ca5,1,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,Archivio Istituzionale,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::89fcd07f20b6785b92134bd6c1d0fa42,5,5,"Ecology, Evolution and Environmental Biology",279,0.017921146953405017
LS08_REF,Archivio istituzionale della ricerca - Alma Mater Studiorum Università di Bologna,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::64c53a52cb3bd1a01c03a64db985c0cc,2,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,Archivio istituzionale della ricerca - Fondazione Edmund Mach,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::e1228be46de6a0234ac22ded31417bc7,5,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,Archivio istituzionale della ricerca - Università di Ferrara,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::56db57b4db0a6fcb7f9e0c0b504f6472,4,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,Archivio istituzionale della ricerca - Università di Padova,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::a22d33b4a00c165507a61f3bed4b5149,2,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,Archivio istituzionale della ricerca - Università di Palermo,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::30a237d18c50f563cba4531f1db44acf,5,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,Archivio Istituzionale della Ricerca dell'Università degli Studi di Milano,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::17326d10d511828f6b34fa6d751739e2,17,3,"Ecology, Evolution and Environmental Biology",279,0.010752688172043012
LS08_REF,arXiv.org e-Print Archive,publication,OpenAIRE Basic (DRIVER OA),opendoar____::6f4922f45568161a8cdf4ad2299f6d23,17,11,"Ecology, Evolution and Environmental Biology",279,0.03942652329749104
LS08_REF,BASE (Open Access Aggregator),publication,"OpenAIRE 3.0 (OA, funding)",openaire____::df45502607927471ecf8a6ae83683ff5,3,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,Bern Open Repository and Information System (BORIS),publication,OpenAIRE Basic (DRIVER OA),opendoar____::6917ff2a7b53421ff4066020e2d89eec,4,4,"Ecology, Evolution and Environmental Biology",279,0.014336917562724014
LS08_REF,Biblioteca Digital da UNICAMP,publication,not available,opendoar____::aa486f25175cbdc3854151288a645c19,1,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,bioRxiv,publication,OpenAIRE Basic (DRIVER OA),share_______::bbd802baad85d1fd440f32a7a3a2c2b1,79,51,"Ecology, Evolution and Environmental Biology",279,0.1827956989247312
LS08_REF,BOA - Bicocca Open Archive,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::a0833c8a1817526ac555f8d67727caf6,2,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,Brage IMR,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::90599c8fdd2f6e7a03ad173e2f535751,6,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,Brunel University Research Archive,publication,OpenAIRE Basic (DRIVER OA),opendoar____::acf4b89d3d503d8252c9c4ba75ddbf6d,1,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,Caltech Authors,publication,OpenAIRE Basic (DRIVER OA),opendoar____::a5771bce93e200c36f7cd9dfd0e5deaa,1,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,Central Archive at the University of Reading,publication,collected from a compatible aggregator,opendoar____::b29eed44276144e4e8103a661f9a78b7,1,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,CONICET Digital,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::fd9dcf1d146272bb05c490d790b6da52,9,7,"Ecology, Evolution and Environmental Biology",279,0.025089605734767026
LS08_REF,Copenhagen University Research Information System,publication,OpenAIRE Basic (DRIVER OA),opendoar____::030e65da2b1c944090548d36b244b28d,27,17,"Ecology, Evolution and Environmental Biology",279,0.06093189964157706
LS08_REF,CORE (RIOXX-UK Aggregator),publication,"OpenAIRE 3.0 (OA, funding)",openaire____::0a836ef43dcb67bb7cbd4dd509b11b73,1,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,Cronfa at Swansea University,publication,OpenAIRE Basic (DRIVER OA),opendoar____::bcb41ccdc4363c6848a1d760f26c28a0,14,9,"Ecology, Evolution and Environmental Biology",279,0.03225806451612903
LS08_REF,DESY Publication Database,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::b9d487a30398d42ecff55c228ed5652b,3,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,DI-fusion,publication,OpenAIRE Basic (DRIVER OA),opendoar____::c5866e93cab1776890fe343c9e7063fb,16,4,"Ecology, Evolution and Environmental Biology",279,0.014336917562724014
LS08_REF,Digital Access to Scholarship at Harvard,publication,OpenAIRE Basic (DRIVER OA),opendoar____::8f19793b2671094e63a15ab883d50137,3,3,"Ecology, Evolution and Environmental Biology",279,0.010752688172043012
LS08_REF,Digital repository of Slovenian research organizations,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::7d2be41b1bde6ff8fe45150c37488ebb,3,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,Digital Repository of University of Zaragoza,publication,OpenAIRE Basic (DRIVER OA),opendoar____::59f51fd6937412b7e56ded1ea2470c25,3,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,DIGITAL.CSIC,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::c9f95a0a5af052bffce5c89917335f67,58,20,"Ecology, Evolution and Environmental Biology",279,0.07168458781362007
LS08_REF,Diposit Digital de Documents de la UAB,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::186a157b2992e7daed3677ce8e9fe40f,16,12,"Ecology, Evolution and Environmental Biology",279,0.043010752688172046
LS08_REF,Diposit Digital de la Universitat de Barcelona,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::1ce927f875864094e3906a4a0b5ece68,2,3,"Ecology, Evolution and Environmental Biology",279,0.010752688172043012
LS08_REF,DSpace at VU,publication,collected from a compatible aggregator,opendoar____::0c74b7f78409a4022a2c4c5a5ca3ee19,9,8,"Ecology, Evolution and Environmental Biology",279,0.02867383512544803
LS08_REF,DSpace@MIT,publication,OpenAIRE Basic (DRIVER OA),opendoar____::2a38a4a9316c49e5a833517c45d31070,3,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,Durham Research Online,publication,OpenAIRE Basic (DRIVER OA),opendoar____::cd00692c3bfe59267d5ecfac5310286c,2,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,E-Prints Complutense,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::069059b7ef840f0c74a814ec9237b6ec,1,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,e-Prints Soton,publication,OpenAIRE Basic (DRIVER OA),opendoar____::01386bd6d8e091c2ab4c7c7de644d37b,8,3,"Ecology, Evolution and Environmental Biology",279,0.010752688172043012
LS08_REF,e-space at Manchester Metropolitan University,publication,OpenAIRE Basic (DRIVER OA),opendoar____::76dc611d6ebaafc66cc0879c71b5db5c,4,3,"Ecology, Evolution and Environmental Biology",279,0.010752688172043012
LS08_REF,EcoEvoRxiv Preprints,publication,OpenAIRE Basic (DRIVER OA),opendoar____::22785dd2577be2ce28ef79febe80db10,2,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,Edinburgh Research Explorer,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::512fc3c5227f637e41437c999a2d3169,54,23,"Ecology, Evolution and Environmental Biology",279,0.08243727598566308
LS08_REF,edoc,publication,OpenAIRE Basic (DRIVER OA),opendoar____::8bdb5058376143fa358981954e7626b8,2,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,Electronic Publication Information Center,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::b706835de79a2b4e80506f582af3676a,2,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,ELTE Digital Institutional Repository (EDIT),publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::2131f8ecf18db66a758f718dc729e00e,2,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,Enlighten,publication,collected from a compatible aggregator,opendoar____::82aa4b0af34c2313a562076992e50aa3,23,5,"Ecology, Evolution and Environmental Biology",279,0.017921146953405017
LS08_REF,ePLUS,publication,OpenAIRE Basic (DRIVER OA),opendoar____::29e1c59be16c852670e3be302e8c303b,1,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,Epsilon Open Archive,publication,OpenAIRE Basic (DRIVER OA),opendoar____::41bfd20a38bb1b0bec75acf0845530a7,2,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,Erasmus University Institutional Repository,publication,collected from a compatible aggregator,opendoar____::9c3b1830513cc3b8fc4b76635d32e692,9,4,"Ecology, Evolution and Environmental Biology",279,0.014336917562724014
LS08_REF,eScholarship - University of California,publication,OpenAIRE Basic (DRIVER OA),opendoar____::89f0fd5c927d466d6ec9a21b9ac34ffa,26,15,"Ecology, Evolution and Environmental Biology",279,0.053763440860215055
LS08_REF,ETH Zürich Research Collection,publication,"OpenAIRE Data (funded, referenced datasets)",re3data_____::8ac60f4c88018b79a528ceb336266c6b,25,18,"Ecology, Evolution and Environmental Biology",279,0.06451612903225806
LS08_REF,Europe PubMed Central,publication,collected from a compatible aggregator,opendoar____::8b6dd7db9af49e67306feb59a8bdc52c,1081,157,"Ecology, Evolution and Environmental Biology",279,0.5627240143369175
LS08_REF,Explore Bristol Research,publication,OpenAIRE Basic (DRIVER OA),opendoar____::f12f2b34a0c3174269c19e21c07dee68,41,16,"Ecology, Evolution and Environmental Biology",279,0.05734767025089606
LS08_REF,Fachrepositorium Lebenswissenschaften,publication,OpenAIRE Basic (DRIVER OA),opendoar____::4b26dc4663ccf960c8538d595d0a1d3a,7,7,"Ecology, Evolution and Environmental Biology",279,0.025089605734767026
LS08_REF,Flore (Florence Research Repository),publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::06eb61b839a0cefee4967c67ccb099dc,2,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,Forschungsindex und Repositorium der Leuphana Universität Lüneburg,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::0b105cf1504c4e241fcc6d519ea962fb,1,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,Ghent University Academic Bibliography,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::fe73f687e5bc5280214e0486b273a5f9,26,12,"Ecology, Evolution and Environmental Biology",279,0.043010752688172046
LS08_REF,HAL,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::7e7757b1e12abcb736ab9a754ffb617a,331,90,"Ecology, Evolution and Environmental Biology",279,0.3225806451612903
LS08_REF,HELDA - Digital Repository of the University of Helsinki,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::06a81a4fb98d149f2d31c68828fa6eb2,72,15,"Ecology, Evolution and Environmental Biology",279,0.053763440860215055
LS08_REF,Hochschulschriftenserver - Universität Frankfurt am Main,publication,OpenAIRE Basic (DRIVER OA),opendoar____::d86ea612dec96096c5e0fcc8dd42ab6d,2,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,Horizon / Pleins textes,publication,OpenAIRE Basic (DRIVER OA),opendoar____::d2ed45a52bc0edfa11c2064e9edee8bf,12,9,"Ecology, Evolution and Environmental Biology",279,0.03225806451612903
LS08_REF,HRČAK - Portal of scientific journals of Croatia,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::1c1d4df596d01da60385f0bb17a4a9e0,2,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,IIASA PURE,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::b99d193b66a6542917d2b7bee52c2574,1,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,Infoscience - EPFL scientific publications,publication,OpenAIRE PubRepos v4.0,opendoar____::eecca5b6365d9607ee5a9d336962c534,10,8,"Ecology, Evolution and Environmental Biology",279,0.02867383512544803
LS08_REF,INRIA a CCSD electronic archive server,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::9766527f2b5d3e95d4a733fcfb77bd7e,4,3,"Ecology, Evolution and Environmental Biology",279,0.010752688172043012
LS08_REF,Institutional Repository for Molecular Medicine (MDC),publication,OpenAIRE Basic (DRIVER OA),driver______::3d9e79b22f9d9463a39c3654b873d76b,4,3,"Ecology, Evolution and Environmental Biology",279,0.010752688172043012
LS08_REF,Institutional Repository Universiteit Antwerpen,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::a03fa30821986dff10fc66647c84c9c3,3,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,IRIS - Institutional Research Information System of the University of Trento,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::72007983849f4fcb0ad565439834756b,27,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,IRIS - Università degli Studi di Catania,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::096ffc299200f51751b08da6d865ae95,1,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,IRIS - Università degli Studi di Verona,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::c3395dd46c34fa7fd8d729d8cf88b7a8,1,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,IRTA Pubpro,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::6b050305727cf58f619ee76f40697abf,2,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,IST PubRep,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::9bdb8b1faffa4b3d41779bb495d79fb9,3,3,"Ecology, Evolution and Environmental Biology",279,0.010752688172043012
LS08_REF,JAIRO,publication,OpenAIRE Basic (DRIVER OA),openaire____::fffd45256148b1de3114788f21179083,5,5,"Ecology, Evolution and Environmental Biology",279,0.017921146953405017
LS08_REF,Jyväskylä University Digital Archive,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::3a029f04d76d32e79367c4b3255dda4d,17,4,"Ecology, Evolution and Environmental Biology",279,0.014336917562724014
LS08_REF,Keele Research Repository,publication,collected from a compatible aggregator,opendoar____::26505e0494662534f633586941b77d0c,1,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,Kent Academic Repository,publication,collected from a compatible aggregator,opendoar____::4c22bd444899d3b6047a10b20a2f26db,2,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,King's Research Portal,publication,OpenAIRE Basic (DRIVER OA),opendoar____::566a9968b43628588e76be5a85a0f9e8,4,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,KITopen,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::52c409f1571f500e28f490a302a12540,1,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,KNAW Repository,publication,collected from a compatible aggregator,opendoar____::97275a23ca44226c9964043c8462be96,14,9,"Ecology, Evolution and Environmental Biology",279,0.03225806451612903
LS08_REF,Kölner UniversitätsPublikationsServer,publication,OpenAIRE Basic (DRIVER OA),opendoar____::84d9ee44e457ddef7f2c4f25dc8fa865,6,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,Lancaster EPrints,publication,OpenAIRE Basic (DRIVER OA),opendoar____::757b505cfd34c64c85ca5b5690ee5293,4,4,"Ecology, Evolution and Environmental Biology",279,0.014336917562724014
LS08_REF,LAReferencia - Red Federada de Repositorios Institucionales de Publicaciones Científicas Latinoamericanas,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::dc6e224a8d74ce03bf301152d6e33e97,3,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,Leiden University Repository,publication,collected from a compatible aggregator,opendoar____::854d6fae5ee42911677c739ee1734486,3,3,"Ecology, Evolution and Environmental Biology",279,0.010752688172043012
LS08_REF,Lille Open Archive,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::0b0b0994d12ad343511adfbfc364256e,14,5,"Ecology, Evolution and Environmental Biology",279,0.017921146953405017
LS08_REF,Lirias,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::fe709c654eac84d5239d1a12a4f71877,37,5,"Ecology, Evolution and Environmental Biology",279,0.017921146953405017
LS08_REF,LJMU Research Online,publication,collected from a compatible aggregator,opendoar____::1cfead9959b76ce44a847c850b61c587,2,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,LSHTM Research Online,publication,collected from a compatible aggregator,opendoar____::269d837afada308dd4aeab28ca2d57e4,7,5,"Ecology, Evolution and Environmental Biology",279,0.017921146953405017
LS08_REF,Lund University Publications,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::2cbca44843a864533ec05b321ae1f9d1,7,3,"Ecology, Evolution and Environmental Biology",279,0.010752688172043012
LS08_REF,MACAU: Open Access Repository of Kiel University,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::68264bdb65b97eeae6788aa3348e553c,1,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,medRxiv,publication,OpenAIRE Basic (DRIVER OA),opendoar____::44012e792781772d8795acf27fabed2f,2,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,MPG.PuRe,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::958adb57686c2fdec5796398de5f317a,32,21,"Ecology, Evolution and Environmental Biology",279,0.07526881720430108
LS08_REF,Munin - Open Research Archive,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::f47d0ad31c4c49061b9e505593e3db98,1,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,"NARCIS",publication,"OpenAIRE 3.0 (OA, funding)",openaire____::fdb035c8b3e0540a8d9a561a6c44f4de,7,6,"Ecology, Evolution and Environmental Biology",279,0.021505376344086023
LS08_REF,NERC Open Research Archive,publication,OpenAIRE Basic (DRIVER OA),opendoar____::fba9d88164f3e2d9109ee770223212a0,5,4,"Ecology, Evolution and Environmental Biology",279,0.014336917562724014
LS08_REF,NIBIO Brage,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::b6f76d7dbb84020faf70b18a13d73a27,2,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,NIOZ Repository,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::f4aa0dd960521e045ae2f20621fb4ee9,4,4,"Ecology, Evolution and Environmental Biology",279,0.014336917562724014
LS08_REF,Norwegian Open Research Archives,publication,OpenAIRE Basic (DRIVER OA),driver______::4dc196be332447baf11e431bd838e81c,53,14,"Ecology, Evolution and Environmental Biology",279,0.05017921146953405
LS08_REF,Nottingham Research Repository,publication,collected from a compatible aggregator,opendoar____::56c51a39a7c77d8084838cc920585bd0,1,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,OceanRep,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::99f59c0842e83c808dd1813b48a37c6a,9,4,"Ecology, Evolution and Environmental Biology",279,0.014336917562724014
LS08_REF,Online Research Database In Technology,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::147702db07145348245dc5a2f2fe5683,14,8,"Ecology, Evolution and Environmental Biology",279,0.02867383512544803
LS08_REF,Open Access LMU,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::758874998f5bd0c393da094e1967a72b,4,3,"Ecology, Evolution and Environmental Biology",279,0.010752688172043012
LS08_REF,Open Archive Toulouse Archive Ouverte,publication,OpenAIRE Basic (DRIVER OA),opendoar____::e1d5be1c7f2f456670de3d53c7b54f4a,1,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,Open Marine Archive,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::be83ab3ecd0db773eb2dc1b0a17836a1,2,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,Open Natuur Archief (Open Nature Archive),publication,OpenAIRE Basic (DRIVER OA),opendoar____::4e2545f819e67f0615003dd7e04a6087,1,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,Open Repository and Bibliography - University of Liège,publication,OpenAIRE PubRepos v4.0,opendoar____::76cf99d3614e23eabab16fb27e944bf9,8,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,Open Science Framework,publication,collected from a compatible aggregator,re3data_____::e9ccec69196dfd1b2247ef8f8d2c5919,2,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,Opin visindi,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::87ae6fb631f7c8a627e8e28785d9992d,1,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,Oxford University Research Archive,publication,OpenAIRE Basic (DRIVER OA),opendoar____::2290a7385ed77cc5592dc2153229f082,63,26,"Ecology, Evolution and Environmental Biology",279,0.0931899641577061
LS08_REF,"Permanent Hosting, Archiving and Indexing of Digital Resources and Assets",publication,OpenAIRE PubRepos v4.0,opendoar____::74563ba21a90da13dacf2a73e3ddefa7,11,4,"Ecology, Evolution and Environmental Biology",279,0.014336917562724014
LS08_REF,Portsmouth Research Portal,publication,OpenAIRE Basic (DRIVER OA),opendoar____::7e8d7e5ccbddfd9576be61e3ab86aa73,3,3,"Ecology, Evolution and Environmental Biology",279,0.010752688172043012
LS08_REF,ProdInra,publication,OpenAIRE Basic (DRIVER OA),opendoar____::b710915795b9e9c02cf10d6d2bdb688c,28,21,"Ecology, Evolution and Environmental Biology",279,0.07526881720430108
LS08_REF,Publications at Bielefeld University,publication,OpenAIRE PubRepos v4.0,opendoar____::229754d7799160502a143a72f6789927,5,5,"Ecology, Evolution and Environmental Biology",279,0.017921146953405017
LS08_REF,PubliCatt,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::e02e27e04fdff967ba7d76fb24b8069d,1,1,"Ecology, Evolution and Environmental Biology",279,0.0035842293906810036
LS08_REF,Publikationenserver der Georg-August-Universität Göttingen,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::ae614c557843b1df326cb29c57225459,9,4,"Ecology, Evolution and Environmental Biology",279,0.014336917562724014
LS08_REF,Publikationer från Linköpings universitet,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::b1a59b315fc9a3002ce38bbe070ec3f5,6,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,Publikationer från Umeå universitet,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::d6baf65e0b240ce177cf70da146c8dc8,3,3,"Ecology, Evolution and Environmental Biology",279,0.010752688172043012
LS08_REF,Publikationer från Uppsala Universitet,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",opendoar____::52720e003547c70561bf5e03b95aa99f,29,13,"Ecology, Evolution and Environmental Biology",279,0.04659498207885305
LS08_REF,Publikationsserver der RWTH Aachen University,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::df7f28ac89ca37bf1abd2f6c184fe1cf,2,2,"Ecology, Evolution and Environmental Biology",279,0.007168458781362007
LS08_REF,Publikationsserver der Universität Potsdam,publication,"OpenAIRE 3.0 (OA, funding)",opendoar____::f7664060cc52bc6f3d620bcedc94a4b6,3,3,"Ecology, Evolution and Environmental Biology",279,0.010752688172043012
LS08_REF,PURE Aarhus University,publication,"OpenAIRE 3.0 (OA, funding)",openaire____::d76e4d42b3bd658259e8bf9c37ef448f,12,12,"Ecology, Evolution and Environmental Biology",279,0.043010752688172046
LS08_REF,Queen's University Research Portal,publication,OpenAIRE Basic (DRIVER OA),opendoar____::53c6de78244e9f528eb3e1cda69699bb,7,3,"Ecology, Evolution and Environmental Biology",279,0.010752688172043012
LS08_REF,Radboud Repository,publication,collected from a compatible aggregator,opendoar____::7bccfde7714a1ebadf06c5f4cea752c1,40,7,"Ecology, Evolution and Environmental Biology",279,0.025089605734767026
